Pos,ID,Name,BV,SV,Team,38_xMins,38_Pts
M,283,Salah,13.1,13.1,Liverpool,61,6.241
M,333,Fernandes,9.5,9.5,Man Utd,74,5.375
F,427,Kane,11.5,11.5,Spurs,84,5.284
M,7,Ødegaard,6.9,6.9,Arsenal,81,5.082
M,13,Saka,8.0,8.0,Arsenal,75,4.968
M,335,Rashford,7.2,6.9,Man Utd,74,4.954
M,314,Foden,8.0,8.0,Man City,61,4.844
M,303,Mahrez,7.5,7.4,Man City,62,4.792
M,169,Eze,5.7,5.7,Crystal Palace,74,4.788
F,28,Jesus,8.1,8.1,Arsenal,77,4.68
M,261,Maddison,7.8,7.8,Leicester,79,4.372
G,175,Johnstone,4.4,4.4,Crystal Palace,82,4.342
F,262,Iheanacho,5.8,5.8,Leicester,54,4.338
D,357,Trippier,6.0,5.9,Newcastle,83,4.306
D,188,Mina,4.3,4.3,Everton,81,4.299
D,285,Alexander-Arnold,7.8,7.5,Liverpool,63,4.247
F,319,Álvarez,6.1,6.1,Man City,64,4.238
G,355,Dubravka,4.1,4.1,Newcastle,80,4.217
M,569,Garnacho,4.1,4.1,Man Utd,34,4.207
F,279,Firmino,8.0,8.0,Liverpool,42,4.203
M,124,Mitoma,5.7,5.6,Brighton,73,4.065
M,340,Sancho,7.1,7.1,Man Utd,54,4.045
G,182,Pickford,4.4,4.4,Everton,89,4.025
F,66,Solanke,5.6,5.5,Bournemouth,82,3.973
M,428,Son,11.5,11.5,Spurs,71,3.963
D,199,Tarkowski,4.1,4.1,Everton,87,3.949
M,534,McNeil,5.2,5.2,Everton,81,3.94
F,40,Watkins,7.3,7.3,Aston Villa,80,3.928
D,10,White,5.0,5.0,Arsenal,86,3.914
D,16,Gabriel,5.2,5.2,Arsenal,86,3.914
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,84,3.902
M,185,A.Doucouré,5.3,5.3,Everton,79,3.858
M,593,Casemiro,4.9,4.9,Man Utd,70,3.804
M,264,Barnes,6.6,6.6,Leicester,54,3.781
G,15,Ramsdale,4.8,4.8,Arsenal,87,3.779
M,3,Xhaka,4.8,4.8,Arsenal,79,3.773
M,465,Bowen,8.0,8.0,West Ham,75,3.724
M,171,Olise,5.3,5.3,Crystal Palace,75,3.706
F,594,Isak,7.0,7.0,Newcastle,67,3.687
F,356,Wilson,7.3,7.3,Newcastle,68,3.672
F,95,Mbeumo,5.7,5.7,Brentford,76,3.668
D,586,Estupiñán,5.0,5.0,Brighton,76,3.652
G,102,Steele,4.0,3.9,Brighton,87,3.613
D,8,Tierney,4.6,4.6,Arsenal,74,3.581
D,165,Andersen,4.5,4.5,Crystal Palace,81,3.58
M,603,Paquetá,5.9,5.9,West Ham,70,3.542
G,518,Hennessey,3.9,3.9,Nott'm Forest,89,3.536
G,327,De Gea,5.1,5.1,Man Utd,88,3.519
M,186,Iwobi,4.9,4.9,Everton,84,3.47
G,455,Fabianski,4.9,4.9,West Ham,86,3.461
D,309,Laporte,5.6,5.6,Man City,51,3.458
D,377,Botman,4.5,4.5,Newcastle,81,3.455
D,366,Schär,5.1,5.1,Newcastle,80,3.447
D,258,Castagne,4.3,4.3,Leicester,82,3.435
D,342,Dalot,4.8,4.8,Man Utd,52,3.431
F,397,Awoniyi,5.6,5.6,Nott'm Forest,71,3.427
F,210,Mitrović,6.6,6.6,Fulham,70,3.427
G,307,Ederson,5.4,5.4,Man City,59,3.413
D,733,Pedro Porro,4.8,4.8,Spurs,77,3.408
G,289,Kelleher,3.9,3.9,Liverpool,84,3.405
D,167,Guéhi,4.5,4.5,Crystal Palace,75,3.353
D,308,Aké,5.0,5.0,Man City,33,3.343
G,2,Leno,4.6,4.6,Fulham,86,3.326
G,81,Raya,4.8,4.8,Brentford,85,3.321
M,104,Groß,5.4,5.4,Brighton,70,3.316
D,628,Aurier,4.3,4.3,Nott'm Forest,85,3.27
D,276,Matip,5.9,5.9,Liverpool,48,3.257
M,407,Ward-Prowse,6.1,6.1,Southampton,84,3.244
G,31,Martínez,5.0,5.0,Aston Villa,88,3.236
D,170,Mitchell,4.4,4.4,Crystal Palace,69,3.227
G,133,Arrizabalaga,4.5,4.5,Chelsea,69,3.213
F,288,Diogo Jota,8.6,8.6,Liverpool,46,3.213
G,574,Neto,4.5,4.5,Bournemouth,89,3.21
D,504,Malacia,4.2,4.2,Man Utd,34,3.2
D,507,Niakhaté,4.3,4.3,Nott'm Forest,85,3.172
M,374,Bruno Guimarães,5.5,5.5,Newcastle,81,3.171
G,426,Forster,3.9,3.9,Spurs,86,3.151
D,445,Emerson Royal,4.8,4.8,Spurs,76,3.107
D,337,Lindelöf,4.1,4.1,Man Utd,66,3.107
G,578,Robles,4.0,4.0,Leeds,85,3.089
D,330,Maguire,4.7,4.7,Man Utd,31,3.067
D,612,Faes,4.2,4.2,Leicester,85,3.036
D,710,Kiwior,4.0,4.0,Arsenal,67,3.033
M,259,Tielemans,6.1,6.1,Leicester,78,3.025
D,249,Evans,4.4,4.4,Leicester,80,3.025
D,358,Burn,4.5,4.5,Newcastle,75,3.024
D,461,Zouma,4.4,4.4,West Ham,81,3.022
M,159,J.Ayew,5.2,5.2,Crystal Palace,72,2.986
D,156,Ward,4.4,4.4,Crystal Palace,67,2.974
M,468,Soucek,5.0,5.0,West Ham,73,2.929
M,325,Phillips,4.8,4.8,Man City,46,2.912
M,233,Harrison,5.7,5.7,Leeds,67,2.892
M,467,Rice,4.7,4.7,West Ham,81,2.888
F,125,Enciso,4.6,4.6,Brighton,55,2.886
M,480,Neves,5.2,5.2,Wolves,68,2.878
F,682,Cunha,5.3,5.3,Wolves,69,2.875
D,222,Ayling,4.5,4.5,Leeds,79,2.867
D,39,Mings,4.7,4.7,Aston Villa,73,2.863
D,513,Lenglet,4.8,4.8,Spurs,79,2.856
D,106,Dunk,4.8,4.8,Brighton,79,2.843
D,472,Aguerd,4.8,4.8,West Ham,73,2.842
M,369,Almirón,5.4,5.4,Newcastle,65,2.84
M,116,Mac Allister,5.6,5.5,Brighton,62,2.801
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,78,2.763
M,611,Gueye,4.7,4.7,Everton,77,2.754
M,331,Fred,5.1,5.1,Man Utd,25,2.738
G,401,McCarthy,4.3,4.3,Southampton,84,2.733
M,614,Willian,5.5,5.5,Fulham,65,2.716
M,89,Wissa,5.3,5.3,Brentford,63,2.714
F,596,Ferguson,4.6,4.6,Brighton,54,2.692
D,526,Mee,4.8,4.8,Brentford,80,2.683
M,514,C.Doucouré,5.0,5.0,Crystal Palace,74,2.663
M,111,Trossard,6.6,6.6,Arsenal,59,2.656
M,724,Enzo,5.0,5.0,Chelsea,77,2.655
M,64,Lerma,4.7,4.7,Bournemouth,77,2.648
M,316,Palmer,4.2,4.2,Man City,22,2.647
M,211,Reed,4.3,4.3,Fulham,73,2.618
D,432,Davies,4.7,4.7,Spurs,73,2.618
M,552,Anderson,4.3,4.3,Newcastle,51,2.601
D,299,Walker,4.7,4.7,Man City,67,2.6
D,272,W.Fofana,4.3,4.3,Chelsea,72,2.565
M,46,Douglas Luiz,4.8,4.8,Aston Villa,68,2.56
M,42,Buendía,5.7,5.7,Aston Villa,63,2.548
F,123,Undav,5.0,5.0,Brighton,38,2.546
M,519,Eriksen,6.2,6.2,Man Utd,61,2.543
M,37,McGinn,5.1,5.1,Aston Villa,71,2.542
M,88,Jensen,4.8,4.8,Brentford,70,2.537
M,570,Garner,4.5,4.5,Everton,64,2.53
D,44,Konsa,4.4,4.4,Aston Villa,69,2.482
D,92,Pinnock,4.4,4.4,Brentford,79,2.471
M,589,Matheus,4.8,4.8,Wolves,71,2.469
M,680,Gakpo,7.6,7.6,Liverpool,56,2.461
F,318,Haaland,12.4,12.3,Man City,58,2.436
D,470,Diop,4.3,4.3,Fulham,76,2.426
M,688,Schade,4.9,4.9,Brentford,62,2.424
M,536,Mangala,4.9,4.9,Nott'm Forest,70,2.417
D,463,Coufal,4.0,4.0,West Ham,66,2.379
M,293,Luis Díaz,7.8,7.8,Liverpool,43,2.375
D,435,Sánchez,4.2,4.2,Spurs,66,2.37
M,130,Jorginho,5.7,5.7,Arsenal,65,2.368
D,691,Wöber,4.4,4.4,Leeds,79,2.354
D,209,Tosin,4.4,4.4,Fulham,83,2.35
M,212,Wilson,5.7,5.7,Fulham,61,2.336
D,73,Kelly,4.3,4.3,Bournemouth,82,2.328
M,69,Christie,5.3,5.3,Bournemouth,62,2.299
D,128,Thiago Silva,5.4,5.4,Chelsea,65,2.284
M,693,Alcaraz,5.0,5.0,Southampton,64,2.283
D,244,Kristensen,4.7,4.7,Leeds,71,2.275
D,409,Walker-Peters,4.4,4.4,Southampton,82,2.274
D,215,Tete,4.4,4.4,Fulham,72,2.267
D,217,Robinson,4.4,4.4,Fulham,81,2.266
M,220,Palhinha,4.9,4.9,Fulham,84,2.265
M,120,Caicedo,5.0,5.0,Brighton,67,2.257
M,698,Lemina,4.5,4.5,Wolves,73,2.253
M,47,Ramsey,5.1,5.1,Aston Villa,62,2.251
D,85,Henry,4.4,4.4,Brentford,69,2.249
M,269,Soumaré,4.4,4.4,Leicester,68,2.235
M,387,Yates,5.0,5.0,Nott'm Forest,64,2.23
M,703,Danilo,4.5,4.5,Nott'm Forest,60,2.223
M,189,Gray,5.1,5.1,Everton,41,2.206
M,321,Lavia,4.5,4.5,Southampton,72,2.198
D,730,Felipe,4.5,4.5,Nott'm Forest,63,2.167
D,230,Koch,4.5,4.5,Leeds,80,2.146
D,484,Kilman,4.3,4.3,Wolves,69,2.139
D,482,Semedo,5.0,5.0,Wolves,77,2.135
M,282,Fabinho,5.2,5.2,Liverpool,64,2.099
D,410,Bednarek,4.1,4.1,Southampton,83,2.084
F,30,Ings,6.3,6.3,West Ham,58,2.077
M,433,Højbjerg,5.3,5.3,Spurs,61,2.07
M,86,Janelt,5.5,5.5,Brentford,62,2.065
M,45,Bailey,4.3,4.3,Aston Villa,57,2.056
D,388,Worrall,4.2,4.2,Nott'm Forest,63,2.055
D,559,Colwill,4.4,4.4,Brighton,57,2.036
D,57,Smith,4.3,4.3,Bournemouth,72,2.032
M,720,McKennie,4.6,4.6,Leeds,63,2.026
D,459,Dawson,4.8,4.8,Wolves,66,2.018
M,53,Kamara,4.8,4.8,Aston Villa,63,2.017
M,70,Billing,5.0,5.0,Bournemouth,59,1.999
F,255,Vardy,9.1,9.1,Leicester,54,1.99
M,291,Jones,4.9,4.9,Liverpool,55,1.961
F,110,Maupay,5.6,5.6,Everton,58,1.956
M,368,Saint-Maximin,6.1,6.1,Newcastle,53,1.951
D,192,Holgate,4.2,4.2,Everton,55,1.947
D,33,Digne,4.5,4.5,Aston Villa,60,1.92
F,145,Havertz,7.4,7.4,Chelsea,51,1.91
D,718,Viña,4.5,4.5,Bournemouth,61,1.895
M,464,Benrahma,5.5,5.5,West Ham,31,1.89
M,365,Murphy,4.2,4.2,Newcastle,43,1.882
F,166,Edouard,5.0,5.0,Crystal Palace,55,1.88
M,705,Ouattara,5.0,5.0,Bournemouth,42,1.819
D,194,Mykolenko,4.1,4.1,Everton,56,1.806
M,446,Kulusevski,7.8,7.8,Spurs,44,1.804
F,690,João Félix,7.1,7.1,Chelsea,50,1.797
D,413,Lyanco,4.4,4.4,Southampton,63,1.792
F,701,Weghorst,5.4,5.4,Man Utd,33,1.778
F,103,Welbeck,6.5,6.5,Brighton,34,1.775
M,275,Henderson,5.3,5.3,Liverpool,56,1.765
M,294,Elliott,4.8,4.8,Liverpool,33,1.761
D,448,Perišić,5.3,5.3,Spurs,44,1.75
F,458,Antonio,6.9,6.9,West Ham,47,1.742
F,454,Richarlison,8.4,8.4,Spurs,51,1.741
D,292,Tsimikas,4.3,4.3,Liverpool,45,1.739
F,168,Mateta,5.1,5.1,Crystal Palace,30,1.72
M,300,Gündogan,7.4,7.4,Man City,60,1.716
F,11,Nketiah,6.3,6.3,Arsenal,29,1.694
M,75,Anthony,5.2,5.2,Bournemouth,52,1.69
M,723,H.Traorè,4.5,4.5,Bournemouth,39,1.689
M,444,Bissouma,4.7,4.7,Spurs,58,1.683
F,297,Darwin,8.6,8.6,Liverpool,28,1.665
M,301,De Bruyne,12.1,12.1,Man City,26,1.655
D,284,Robertson,6.8,6.8,Liverpool,32,1.653
F,237,Greenwood,4.1,4.1,Leeds,39,1.613
D,510,Hickey,4.9,4.9,Brentford,60,1.603
F,625,Diego Costa,5.3,5.3,Wolves,55,1.59
M,400,Walcott,4.8,4.8,Southampton,53,1.582
M,679,Buonanotte,4.5,4.5,Brighton,37,1.572
M,195,Gordon,5.1,5.1,Newcastle,33,1.566
F,619,Gnonto,4.7,4.7,Leeds,46,1.548
D,286,Gomez,4.3,4.3,Liverpool,51,1.524
F,700,Rutter,5.0,5.0,Leeds,30,1.523
M,661,Hall,4.3,4.3,Chelsea,47,1.523
M,731,Kamaldeen,4.9,4.9,Southampton,47,1.519
F,394,Johnson,5.5,5.5,Nott'm Forest,45,1.501
M,240,Summerville,4.2,4.2,Leeds,41,1.501
M,246,Aaronson,5.3,5.3,Leeds,49,1.487
M,708,Madueke,5.4,5.4,Chelsea,50,1.48
M,274,Milner,4.4,4.4,Liverpool,32,1.469
M,469,Fornals,4.9,4.9,West Ham,41,1.468
M,486,Neto,4.9,4.9,Wolves,43,1.468
D,457,Cresswell,4.7,4.7,West Ham,50,1.467
M,580,Damsgaard,5.0,5.0,Brentford,43,1.459
M,148,Gallagher,5.6,5.6,Chelsea,63,2.448
M,200,Cairney,4.7,4.7,Fulham,51,1.442
M,6,Partey,4.7,4.7,Arsenal,48,1.436
M,163,Hughes,4.8,4.8,Crystal Palace,50,1.423
M,304,Sterling,9.7,9.7,Chelsea,28,1.421
D,530,Richards,4.4,4.4,Crystal Palace,35,1.415
M,83,Dasilva,4.1,4.1,Brentford,38,1.409
M,93,Onyeka,4.8,4.8,Brentford,50,1.398
M,405,S.Armstrong,4.7,4.7,Southampton,41,1.377
M,699,Mudryk,6.4,6.4,Chelsea,44,1.368
D,256,Ricardo,4.2,4.2,Leicester,48,1.354
D,332,Shaw,5.3,5.2,Man Utd,31,1.346
D,180,Keane,4.2,4.2,Everton,31,1.345
M,577,Onana,4.7,4.7,Everton,48,1.336
M,481,Hwang,5.7,5.7,Wolves,35,1.335
M,23,Nelson,4.7,4.7,Arsenal,9,1.329
D,43,Cash,4.6,4.6,Aston Villa,51,1.324
D,727,Souttar,4.5,4.5,Leicester,31,1.322
D,573,Lewis,3.8,3.8,Man City,42,1.314
M,715,Tetê,4.9,4.9,Leicester,25,1.312
M,245,Roca,4.8,4.8,Leeds,32,1.312
M,549,Praet,4.8,4.8,Leicester,27,1.312
D,109,Veltman,4.6,4.6,Brighton,48,1.302
D,367,Targett,4.7,4.7,Newcastle,30,1.291
D,474,Boly,4.1,4.1,Nott'm Forest,31,1.287
F,345,Martial,6.3,6.3,Man Utd,53,1.282
M,505,Rothwell,4.9,4.9,Bournemouth,45,1.277
M,512,Aribo,5.0,5.0,Southampton,42,1.272
F,618,Vinícius,5.4,5.4,Fulham,27,1.271
M,136,Loftus-Cheek,5.0,5.0,Chelsea,61,2.267
M,67,Cook,4.9,4.9,Bournemouth,31,1.267
M,149,Gilmour,4.2,4.2,Brighton,32,1.263
G,478,Sá,5.0,5.0,Wolves,46,1.256
D,545,Emerson,4.0,4.0,West Ham,33,1.253
D,456,Ogbonna,4.4,4.4,West Ham,31,1.253
M,441,Skipp,4.3,4.3,Spurs,48,1.252
D,235,Struijk,4.5,4.5,Leeds,47,1.244
D,290,Konaté,4.9,4.9,Liverpool,40,1.244
D,538,Young,4.3,4.3,Aston Villa,48,1.24
M,406,Elyounoussi,5.1,5.1,Southampton,39,1.238
M,575,Cornet,5.9,5.9,West Ham,26,1.238
M,21,Maitland-Niles,4.8,4.8,Southampton,51,1.234
M,205,De Cordova-Reid,5.4,5.4,Fulham,34,1.232
M,491,Adama,5.3,5.3,Wolves,28,1.23
M,25,Fábio Vieira,5.6,5.6,Arsenal,20,1.228
M,479,Dendoncker,4.7,4.7,Aston Villa,34,1.219
D,489,Toti,3.9,3.9,Wolves,50,1.211
D,108,Webster,4.5,4.5,Brighton,35,1.206
D,50,Diego Carlos,4.7,4.7,Aston Villa,41,1.202
D,141,Chalobah,4.4,4.4,Chelsea,48,1.194
M,224,Forshaw,4.4,4.4,Leeds,41,1.188
D,595,Zanka,3.9,3.9,Brentford,32,1.187
M,18,Sambi,4.3,4.3,Crystal Palace,39,1.183
M,583,Kouyaté,4.4,4.4,Nott'm Forest,30,1.18
D,71,Mepham,4.3,4.3,Bournemouth,39,1.179
M,704,Sarabia,4.9,4.9,Wolves,26,1.172
D,84,Ajer,4.5,4.5,Brentford,39,1.17
D,623,Caleta-Car,4.4,4.4,Southampton,36,1.169
D,127,Azpilicueta,4.7,4.7,Chelsea,68,1.968
M,94,Baptiste,4.5,4.5,Brentford,29,1.168
D,576,Senesi,4.4,4.4,Bournemouth,43,1.165
M,562,Solomon,4.9,4.9,Fulham,28,1.162
M,135,Ziyech,5.5,5.5,Chelsea,25,1.16
D,520,Koulibaly,5.5,5.5,Chelsea,46,1.157
D,588,Kehrer,4.3,4.3,West Ham,29,1.149
M,154,McArthur,4.8,4.8,Crystal Palace,26,1.132
D,516,Collins,4.2,4.2,Wolves,48,1.117
F,686,Simms,4.5,4.5,Everton,19,1.096
M,132,Kovacic,4.9,4.9,Chelsea,29,1.082
M,12,Smith Rowe,5.6,5.6,Arsenal,17,1.066
M,483,Podence,5.1,5.1,Wolves,25,1.063
D,239,Firpo,4.5,4.5,Leeds,26,1.051
M,721,João Gomes,4.5,4.5,Wolves,42,1.041
D,587,Sergio Gómez,4.4,4.4,Man City,22,1.018
M,140,Pulisic,5.6,5.6,Chelsea,22,1.011
M,278,Chamberlain,4.9,4.9,Liverpool,14,1.003
M,713,Danjuma,6.1,6.1,Spurs,18,0.993
D,90,Roerslev,4.3,4.3,Brentford,25,0.986
D,709,Kristiansen,4.5,4.5,Leicester,24,0.983
D,270,Thomas,3.9,3.9,Leicester,25,0.981
M,204,Kebano,5.4,5.4,Fulham,22,0.975
M,725,Ahamada,4.5,4.5,Crystal Palace,19,0.971
M,370,S.Longstaff,4.3,4.3,Newcastle,20,0.967
D,157,Clyne,4.5,4.5,Crystal Palace,23,0.957
M,726,Lukic,4.5,4.5,Fulham,24,0.955
F,271,Daka,5.6,5.6,Leicester,18,0.953
M,616,Zakaria,4.9,4.9,Chelsea,23,0.949
D,221,Cooper,4.4,4.4,Leeds,25,0.946
M,266,Dewsbury-Hall,4.9,4.9,Leicester,22,0.943
F,732,Onuachu,5.3,5.3,Southampton,18,0.934
D,439,Tanganga,3.8,3.8,Spurs,21,0.926
M,107,March,5.2,5.2,Brighton,17,0.922
M,34,Traoré,4.9,4.9,Aston Villa,18,0.911
M,265,Ndidi,4.8,4.8,Leicester,23,0.898
M,338,McTominay,4.9,4.9,Man Utd,30,0.89
F,408,A.Armstrong,5.3,5.3,Southampton,21,0.89
D,280,Van Dijk,6.6,6.6,Liverpool,49,0.887
D,5,Holding,4.2,4.2,Arsenal,18,0.876
M,582,Freuler,4.9,4.9,Nott'm Forest,21,0.873
D,610,Akanji,5.1,5.1,Man City,21,0.869
M,609,Antony,7.3,7.3,Man Utd,15,0.853
D,1,Cédric,4.2,4.2,Fulham,21,0.835
M,418,Djenepo,4.9,4.9,Southampton,20,0.829
M,296,Carvalho,5.1,5.1,Liverpool,15,0.829
M,311,Bernardo,6.7,6.7,Man City,56,0.822
M,416,Diallo,4.1,4.1,Southampton,21,0.821
M,87,Ghoddos,4.8,4.8,Brentford,17,0.811
D,65,Stacey,4.2,4.2,Bournemouth,19,0.81
D,419,Livramento,4.4,4.4,Southampton,19,0.799
D,146,James,5.8,5.8,Chelsea,15,0.798
M,431,Lucas Moura,5.8,5.8,Spurs,13,0.781
D,257,Amartey,3.9,3.9,Leicester,16,0.777
M,359,Fraser,5.2,5.2,Newcastle,16,0.776
D,544,Van Hecke,4.0,4.0,Brighton,16,0.749
G,147,Mendy,4.8,4.8,Chelsea,20,0.744
M,142,Mount,7.2,7.2,Chelsea,13,0.729
F,62,Moore,4.9,4.9,Bournemouth,11,0.729
D,32,Chambers,4.2,4.2,Aston Villa,17,0.688
D,105,Duffy,4.2,4.2,Fulham,18,0.68
M,60,Brooks,5.3,5.3,Bournemouth,13,0.677
M,509,Downes,4.2,4.2,West Ham,15,0.671
M,347,Pellistri,4.3,4.3,Man Utd,13,0.659
M,620,Arthur,4.8,4.8,Liverpool,14,0.658
M,164,Riedewald,4.2,4.2,Crystal Palace,15,0.655
M,450,Sarr,4.2,4.2,Spurs,13,0.646
M,315,Rodri,5.6,5.6,Man City,72,0.63
D,329,Varane,4.8,4.8,Man Utd,74,0.625
D,475,Coady,4.7,4.7,Everton,12,0.615
D,523,Toffolo,4.3,4.3,Nott'm Forest,15,0.615
D,139,Chilwell,5.6,5.6,Chelsea,12,0.578
M,734,A.Ayew,5.0,5.0,Nott'm Forest,13,0.562
D,302,Stones,5.6,5.6,Man City,61,0.535
D,471,Johnson,4.4,4.4,West Ham,11,0.516
M,134,Kanté,4.8,4.8,Chelsea,11,0.503
D,341,Wan-Bissaka,4.3,4.3,Man Utd,60,0.494
F,617,Aubameyang,8.4,8.4,Chelsea,7,0.457
M,460,Lanzini,5.0,5.0,West Ham,8,0.432
M,692,Orsic,5.1,5.1,Southampton,11,0.404
F,391,Surridge,4.6,4.6,Nott'm Forest,5,0.404
F,585,Dennis,5.6,5.6,Nott'm Forest,6,0.4
D,501,Phillips,3.8,3.8,Liverpool,9,0.389
G,626,Karius,3.9,3.9,Newcastle,10,0.376
M,344,Elanga,4.6,4.6,Man Utd,4,0.351
F,528,Mara,5.3,5.3,Southampton,6,0.339
M,48,Chukwuemeka,4.2,4.2,Chelsea,8,0.325
D,362,Dummett,3.9,3.9,Newcastle,8,0.321
M,231,James,5.9,5.9,Fulham,6,0.319
D,404,Stephens,4.3,4.3,Bournemouth,7,0.313
M,651,Moran,4.5,4.5,Brighton,8,0.312
