"ID","Name","Pos","Team","Price","xPts 2","xMin 2","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts 6","xMin 6","xPts GW2-38"
"283","Salah","MID","LIV","13","6.56","79.52","5.55","79.52","8.02","79.52","6.10","78.65","6.25","78.65","229.78"
"318","Haaland","FWD","MCI","11.6","6.37","68.50","4.32","68.50","5.24","68.50","6.18","68.50","4.62","68.50","190.43"
"306","Cancelo","DEF","MCI","7","6.23","83.02","4.56","81.71","5.52","80.64","5.69","78.50","4.48","78.50","179.72"
"301","De Bruyne","MID","MCI","12","6.12","69.55","4.22","69.55","5.08","69.55","5.96","69.55","4.49","69.55","183.25"
"285","Trent","DEF","LIV","7.5","6.08","82.14","4.55","82.14","6.78","82.14","5.70","82.14","5.48","82.14","202.60"
"314","Foden","MID","MCI","8","5.51","69.04","3.87","69.04","4.61","69.04","5.33","69.04","4.11","69.04","166.24"
"284","Robertson","DEF","LIV","7","5.20","82.14","3.83","82.14","5.42","78.24","4.70","78.24","4.48","78.24","164.85"
"28","Jesus","FWD","ARS","8","5.16","73.40","4.99","73.40","5.47","73.40","4.70","73.40","4.05","73.40","167.90"
"312","Dias","DEF","MCI","6","5.11","82.14","3.97","82.14","4.76","82.14","4.62","76.36","3.48","71.07","138.85"
"13","Saka","MID","ARS","8","4.85","77.50","4.59","75.74","5.03","75.74","4.45","75.74","3.78","75.74","157.37"
"308","Ake","DEF","MCI","5","4.84","81.71","3.76","81.71","3.54","64.93","2.48","43.50","1.55","34.00","58.39"
"280","van Dijk","DEF","LIV","6.5","4.71","85.43","3.42","85.43","5.07","85.43","4.38","83.89","4.18","83.89","152.01"
"227","Bamford","FWD","LEE","7.5","4.69","74.28","3.67","71.66","3.60","68.68","4.74","68.68","4.02","68.68","147.46"
"307","Ederson","GK","MCI","5.5","4.63","86.76","3.92","86.76","4.43","86.76","4.66","86.76","3.91","86.76","149.27"
"407","Ward-Prowse","MID","SOU","6.5","4.62","81.71","3.61","81.71","3.79","81.71","3.38","81.71","3.69","81.71","138.52"
"281","Alisson","GK","LIV","5.5","4.61","87.43","3.58","87.43","4.85","87.43","4.38","87.43","4.46","87.43","155.16"
"465","Bowen","MID","WHU","8.5","4.59","73.40","4.42","73.40","3.97","73.40","3.97","73.40","3.32","73.40","160.32"
"333","Fernandes","MID","MUN","10","4.55","74.28","3.71","74.28","5.13","74.28","4.63","74.28","4.52","74.28","174.85"
"299","Walker","DEF","MCI","5","4.54","78.93","3.59","78.93","3.87","71.50","3.81","67.14","2.99","64.45","118.21"
"31","E Martinez","GK","AVL","5","4.44","87.81","4.00","87.81","3.88","87.81","3.22","87.81","2.56","87.81","138.63"
"293","Diaz","MID","LIV","8","4.43","73.40","3.80","73.40","5.27","73.40","4.10","71.66","4.20","71.66","142.00"
"19","Martinelli","MID","ARS","6.1","4.42","66.41","3.80","58.36","3.83","53.50","3.40","53.50","2.91","53.50","121.61"
"486","P Neto","MID","WOL","5.5","4.36","76.90","2.97","74.28","3.46","71.66","3.79","71.66","4.18","69.73","119.38"
"33","Digne","DEF","AVL","5","4.32","81.02","3.59","81.02","3.83","81.02","2.82","81.02","2.67","81.02","130.58"
"326","Ronaldo","FWD","MUN","10.5","4.25","70.36","2.77","53.79","3.37","49.21","2.79","44.83","2.56","42.07","101.29"
"478","Sa","GK","WOL","5","4.19","87.81","2.69","87.81","3.87","87.81","4.23","87.81","4.24","87.81","132.65"
"304","Sterling","MID","CHE","10","4.19","67.79","5.07","67.79","5.25","67.79","4.99","67.79","4.90","67.79","170.20"
"303","Mahrez","MID","MCI","8","4.19","48.83","2.99","48.83","3.54","48.83","4.06","48.83","3.16","48.83","127.63"
"493","Gibbs-White","MID","WOL","5.5","4.12","73.40","2.83","71.29","3.06","63.50","3.08","58.50","3.30","55.31","92.63"
"80","Toney","FWD","BRE","7","4.04","80.40","4.17","80.40","4.62","80.40","3.65","80.40","5.08","80.40","147.19"
"15","Ramsdale","GK","ARS","5","4.01","87.43","4.46","87.43","4.46","87.43","4.14","87.43","3.32","87.43","144.73"
"43","Cash","DEF","AVL","5","4.01","82.14","3.33","82.14","3.54","82.14","2.56","82.14","2.35","82.14","120.09"
"113","R Sanchez","GK","BHA","4.5","3.99","87.81","3.53","87.81","4.24","87.81","4.02","87.81","3.87","87.81","138.55"
"7","Odegaard","MID","ARS","6.5","3.99","76.90","3.69","71.66","3.98","71.66","3.56","71.66","3.07","71.66","126.73"
"40","Watkins","FWD","AVL","7.4","3.99","67.79","3.20","67.79","3.70","67.79","2.99","67.79","2.75","67.79","128.86"
"483","Podence","MID","WOL","5.5","3.98","76.90","2.76","73.40","3.15","69.91","3.40","69.04","3.66","66.24","104.82"
"146","R James","DEF","CHE","6","3.97","71.29","4.16","71.29","4.35","67.79","3.77","61.83","4.01","61.83","139.84"
"481","Hwang","MID","WOL","6","3.97","69.55","2.67","64.33","2.96","59.12","3.09","55.64","3.00","46.71","80.87"
"427","Kane","FWD","TOT","11.4","3.97","78.65","5.82","78.65","5.60","78.65","4.92","78.65","6.39","78.65","194.20"
"238","Meslier","GK","LEE","4.5","3.92","87.81","3.00","87.81","3.45","87.81","4.22","87.81","3.69","87.81","126.50"
"297","Nunez","FWD","LIV","9","3.90","64.33","3.52","66.07","5.01","68.68","4.03","71.66","4.18","71.66","154.74"
"428","Son","MID","TOT","12","3.88","71.66","5.83","71.66","5.58","71.66","4.85","71.66","6.36","71.66","192.03"
"210","Mitrovic","FWD","FUL","6.6","3.87","79.98","4.57","79.98","3.42","79.98","4.11","79.98","3.34","79.98","146.83"
"106","Dunk","DEF","BHA","4.5","3.85","85.43","3.11","85.43","3.95","85.43","3.58","85.43","3.70","85.43","128.68"
"340","Sancho","MID","MUN","7.5","3.84","73.40","3.17","73.40","4.02","69.91","3.69","69.91","3.51","68.68","136.33"
"305","Grealish","MID","MCI","7","3.82","57.38","2.83","57.38","3.29","57.38","3.71","57.38","2.96","57.38","118.29"
"300","Gundogan","MID","MCI","7.5","3.82","52.07","2.64","49.07","2.91","46.17","3.31","46.17","2.62","46.17","105.59"
"327","de Gea","GK","MUN","5","3.80","87.81","2.56","87.81","4.02","87.81","3.51","87.81","3.42","87.81","135.14"
"142","Mount","MID","CHE","8","3.80","71.66","4.59","71.66","4.67","71.66","4.52","71.66","4.41","71.66","154.16"
"487","Ait-Nouri","DEF","WOL","4.5","3.78","76.90","2.15","73.02","3.18","69.19","3.04","65.21","3.24","65.21","101.07"
"458","Antonio","FWD","WHU","7.5","3.78","68.68","2.76","48.50","2.54","48.50","2.57","48.50","2.21","48.50","102.22"
"16","Gabriel","DEF","ARS","5","3.77","82.58","3.73","78.50","4.06","78.50","3.75","78.50","2.68","78.50","125.27"
"457","Cresswell","DEF","WHU","5","3.77","83.67","3.93","82.14","3.15","80.40","3.06","80.40","2.61","80.40","125.81"
"50","Carlos","DEF","AVL","5","3.74","83.45","3.13","83.45","3.28","83.45","2.37","83.45","2.14","83.45","111.44"
"111","Trossard","MID","BHA","6.5","3.73","71.66","3.54","71.66","4.74","71.66","3.98","71.66","4.24","71.66","140.61"
"261","Maddison","MID","LEI","8","3.72","76.90","5.63","76.90","3.42","76.90","4.53","76.90","4.03","76.90","155.09"
"468","Soucek","MID","WHU","5.5","3.68","78.65","3.57","78.65","3.25","78.65","3.24","78.65","2.81","78.65","129.24"
"313","Zinchenko","DEF","ARS","5.1","3.67","73.89","3.36","65.02","3.63","65.02","3.34","65.02","2.45","65.02","112.70"
"29","Coutinho","MID","AVL","7","3.66","54.93","2.99","54.93","3.40","54.93","2.75","54.93","2.56","54.93","118.46"
"315","Rodri","MID","MCI","6","3.66","83.67","2.77","78.93","3.04","76.83","3.32","76.83","2.77","76.83","108.85"
"335","Rashford","MID","MUN","6.5","3.63","64.67","2.99","64.67","3.81","61.17","3.40","59.42","3.13","55.64","122.15"
"477","Jonny","DEF","WOL","4.5","3.61","76.90","1.93","68.64","2.85","64.36","2.67","58.50","2.85","58.50","88.63"
"480","Neves","MID","WOL","5.5","3.59","82.79","2.62","80.40","3.04","78.65","3.06","73.89","3.35","73.89","103.25"
"109","Veltman","DEF","BHA","4.5","3.57","82.14","2.89","82.14","3.65","82.14","3.32","82.14","3.42","82.14","118.91"
"527","Lingard","MID","NFO","6","3.57","69.55","3.50","69.55","2.98","65.21","2.30","65.21","4.04","65.21","119.27"
"108","Webster","DEF","BHA","4.5","3.55","81.71","2.88","81.71","3.68","81.71","3.32","81.71","3.43","81.71","118.53"
"356","C Wilson","FWD","NEW","7.5","3.51","73.40","3.07","73.40","3.78","73.40","2.89","73.40","4.02","73.40","143.67"
"182","Pickford","GK","EVE","4.5","3.50","87.81","4.55","87.81","3.78","87.81","3.94","87.81","2.48","87.81","132.03"
"225","Rodrigo","MID","LEE","6","3.49","63.50","2.70","58.50","2.62","55.31","3.40","55.31","2.89","55.31","106.17"
"311","B Silva","MID","MCI","7","3.48","52.07","2.46","49.07","2.69","46.17","3.03","46.17","2.43","46.17","97.47"
"45","Bailey","MID","AVL","5","3.42","59.99","2.83","59.99","3.21","59.99","2.60","59.99","2.44","59.99","111.54"
"10","B White","DEF","ARS","4.5","3.41","82.58","3.02","69.93","3.25","69.93","3.02","69.93","2.14","69.93","100.97"
"461","Zouma","DEF","WHU","4.5","3.40","84.55","3.49","83.02","2.82","81.71","2.40","73.12","2.06","73.12","101.61"
"44","Konsa","DEF","AVL","4.5","3.39","74.74","2.83","74.74","2.97","74.74","2.16","74.74","1.93","74.74","101.15"
"484","Kilman","DEF","WOL","4.5","3.39","78.50","1.89","76.36","2.92","72.64","2.82","70.55","3.00","70.55","92.32"
"394","Brennan Johnson","FWD","NFO","6","3.39","75.50","3.40","78.65","3.14","77.37","2.51","75.50","3.89","75.50","119.69"
"516","Collins","DEF","WOL","4.5","3.38","78.50","1.86","78.50","3.00","76.36","3.03","76.36","3.27","76.36","97.40"
"37","McGinn","MID","AVL","5.5","3.38","82.14","2.87","82.14","3.16","82.14","2.65","82.14","2.49","82.14","111.14"
"398","D Henderson","GK","NFO","4.5","3.36","87.81","3.73","87.81","2.66","87.81","1.56","87.81","4.17","87.81","119.69"
"409","Walker-Peters","DEF","SOU","4.5","3.35","82.14","2.44","82.14","2.70","82.14","2.65","82.14","3.00","82.14","104.71"
"376","Pope","GK","NEW","5","3.34","76.57","2.38","76.57","3.62","76.57","2.09","76.57","3.84","76.57","123.08"
"147","E Mendy","GK","CHE","5","3.33","86.76","4.00","86.76","3.91","86.76","4.05","86.76","3.92","86.76","140.63"
"463","Coufal","DEF","WHU","4.5","3.33","76.50","3.13","67.79","2.41","61.83","2.30","61.83","1.97","61.83","96.00"
"368","Saint-Maximin","MID","NEW","6.5","3.28","73.40","2.83","73.40","3.53","73.40","2.67","73.40","3.76","73.40","131.98"
"520","Koulibaly","DEF","CHE","5.5","3.27","84.55","3.45","84.55","3.71","83.02","3.52","82.58","3.75","82.58","129.84"
"255","Vardy","FWD","LEI","9.5","3.27","64.33","4.74","64.33","3.03","64.33","3.92","64.33","3.46","64.33","140.57"
"128","T Silva","DEF","CHE","5.5","3.26","80.64","3.40","80.64","3.57","77.67","3.30","74.74","3.50","74.74","122.44"
"374","Guimaraes","MID","NEW","6","3.26","76.90","2.80","76.90","3.51","76.90","2.64","76.90","3.75","76.90","131.19"
"422","Bazunu","GK","SOU","4.5","3.25","81.42","2.61","81.42","2.55","81.42","2.48","81.42","3.09","81.42","103.54"
"479","Dendoncker","MID","WOL","5","3.24","76.90","2.37","73.02","2.46","63.50","2.21","52.26","2.40","52.26","78.23"
"81","Raya","GK","BRE","4.5","3.23","86.76","3.85","86.76","4.22","86.76","3.79","86.76","4.08","86.76","130.37"
"286","J Gomez","DEF","LIV","4.5","3.21","64.95","1.17","34.34","1.24","24.61","0.79","17.26","0.69","15.79","12.98"
"145","Havertz","FWD","CHE","8","3.19","64.33","3.77","64.33","3.88","64.33","3.74","64.33","3.70","64.33","129.76"
"367","Targett","DEF","NEW","5","3.18","80.40","2.41","80.40","3.47","80.40","1.95","80.40","3.94","80.40","121.06"
"30","Ings","FWD","AVL","7","3.18","48.50","2.58","48.50","2.95","48.50","2.43","48.50","2.25","48.50","103.36"
"523","Toffolo","DEF","NFO","4.5","3.16","82.79","3.01","80.40","2.36","76.50","1.23","76.50","3.73","76.50","100.13"
"103","Welbeck","FWD","BHA","6.5","3.16","60.07","3.07","60.07","4.10","60.07","3.45","60.07","3.65","60.07","121.14"
"410","Bednarek","DEF","SOU","4.5","3.15","79.98","2.30","79.98","2.59","79.98","2.61","79.98","2.87","79.98","100.30"
"469","Fornals","MID","WHU","5.5","3.15","64.67","2.77","55.93","2.55","55.93","2.55","55.93","2.25","55.93","100.74"
"139","Chilwell","DEF","CHE","6","3.14","63.50","3.71","70.36","4.01","70.36","3.82","70.36","4.00","70.36","138.17"
"209","Adarabioyo","DEF","FUL","4.5","3.08","83.89","3.21","76.36","2.04","76.36","3.08","76.36","1.81","76.36","98.02"
"507","Niakhate","DEF","NFO","4.5","3.08","81.71","2.40","64.93","1.20","39.21","0.44","23.58","1.15","23.58","35.83"
"425","Lloris","GK","TOT","5.5","3.07","87.81","4.42","87.81","4.44","87.81","3.64","87.81","4.37","87.81","142.53"
"519","Eriksen","MID","MUN","6.5","3.03","59.12","2.24","50.17","2.57","43.50","2.20","38.50","1.89","31.32","74.63"
"116","Mac Allister","MID","BHA","5.5","3.02","67.79","2.87","67.79","3.65","67.79","3.16","67.79","3.35","67.79","113.18"
"397","Awoniyi","FWD","NFO","6","3.02","52.07","3.14","56.83","2.57","48.83","1.94","45.93","3.17","45.93","96.50"
"95","Mbeumo","FWD","BRE","6","3.01","71.29","3.10","71.29","3.33","71.29","2.78","71.29","3.63","71.29","110.03"
"78","Jansson","DEF","BRE","4.5","3.00","85.43","3.26","85.43","3.93","85.43","3.24","85.43","3.60","83.89","103.72"
"127","Azpilicueta","DEF","CHE","5","3.00","66.64","2.93","60.64","2.87","54.93","2.57","51.50","2.69","51.50","95.00"
"6","Partey","MID","ARS","5","2.99","75.50","2.63","67.14","2.80","67.14","2.58","67.14","2.26","67.14","92.05"
"160","Zaha","MID","CRY","7","2.96","80.40","4.16","80.40","2.86","80.40","4.47","80.40","3.51","80.40","146.77"
"104","Gross","MID","BHA","5.5","2.94","58.55","2.58","53.79","3.06","49.21","2.14","39.50","2.07","35.53","73.09"
"89","Wissa","MID","BRE","5.5","2.93","58.36","2.57","46.83","2.29","36.47","1.95","36.47","2.30","33.68","65.76"
"26","Saliba","DEF","ARS","4.5","2.92","72.07","1.99","47.50","2.13","47.50","1.99","47.50","1.42","47.50","67.36"
"408","A Armstrong","FWD","SOU","5.5","2.92","51.14","2.33","48.83","2.37","48.83","2.13","48.83","2.29","48.83","86.43"
"195","Gordon","MID","EVE","5.5","2.91","69.55","3.76","69.55","3.14","69.55","3.40","69.55","2.65","69.55","102.97"
"373","Willock","MID","NEW","5","2.91","68.68","2.55","68.68","3.09","68.68","2.43","68.68","3.27","68.68","115.31"
"205","Reid","MID","FUL","5.5","2.91","69.04","3.31","69.04","2.57","69.04","3.06","69.04","2.39","64.33","91.77"
"357","Trippier","DEF","NEW","5","2.90","69.55","2.29","69.55","3.14","69.55","1.87","69.55","3.55","69.55","109.91"
"295","N Williams","DEF","NFO","4","2.90","76.90","2.75","74.28","2.14","68.68","1.14","68.68","3.34","68.68","90.15"
"331","Fred","MID","MUN","5.5","2.89","76.90","2.34","70.36","2.85","70.36","2.66","70.36","2.63","70.36","100.73"
"282","Fabinho","MID","LIV","5.5","2.84","77.21","2.46","75.50","2.97","73.50","2.63","73.50","2.62","73.50","97.23"
"130","Jorginho","MID","CHE","6","2.84","72.07","3.02","68.64","2.89","63.50","2.08","46.17","1.78","39.21","58.58"
"189","D Gray","MID","EVE","5.5","2.83","66.07","3.55","66.07","3.01","66.07","3.25","66.07","2.56","66.07","100.30"
"467","Rice","MID","WHU","5","2.83","82.14","2.79","82.14","2.59","82.14","2.57","82.14","2.35","82.14","100.38"
"526","Mee","DEF","BRE","4.5","2.82","83.67","3.06","82.79","3.58","80.64","2.75","74.74","2.92","70.55","75.76"
"371","Joelinton","MID","NEW","6","2.82","71.66","2.50","71.66","3.00","71.66","2.36","71.66","3.20","71.66","112.14"
"275","J Henderson","MID","LIV","5.5","2.82","66.41","2.46","64.67","3.06","64.33","2.66","64.33","2.68","64.33","98.63"
"420","Salisu","DEF","SOU","4.5","2.81","78.93","2.03","78.93","2.22","78.93","2.14","78.93","2.54","78.93","87.04"
"464","Benrahma","MID","WHU","6","2.81","45.21","2.33","36.83","2.15","36.83","2.15","36.83","1.90","36.83","85.22"
"244","Kristensen","DEF","LEE","5","2.80","82.14","2.43","82.14","2.55","82.14","3.49","82.14","2.70","79.98","95.42"
"199","Tarkowski","DEF","EVE","4.5","2.79","84.55","3.97","84.55","3.05","84.55","2.91","84.55","2.15","84.55","106.01"
"3","Xhaka","MID","ARS","5","2.79","79.52","2.71","78.24","2.88","78.24","2.68","78.24","2.34","78.24","95.12"
"246","Aaronson","MID","LEE","5.5","2.77","71.66","2.39","69.55","2.42","68.68","2.85","68.68","2.56","68.68","94.27"
"85","Henry","DEF","BRE","4.5","2.75","78.24","2.77","70.36","2.86","60.17","2.17","53.79","2.24","49.21","55.86"
"259","Tielemans","MID","LEI","6.5","2.75","75.50","3.73","75.50","2.61","75.50","3.00","71.00","2.59","66.36","103.69"
"279","Firmino","FWD","LIV","8","2.75","46.83","2.43","45.17","2.84","39.93","2.19","37.79","2.26","37.79","73.82"
"217","Robinson","DEF","FUL","4.5","2.74","75.50","3.13","75.50","1.96","75.50","2.98","75.50","1.73","75.50","94.97"
"79","Norgaard","MID","BRE","5.5","2.74","80.40","2.82","79.98","3.07","79.98","2.64","79.98","3.19","79.98","100.13"
"66","Solanke","FWD","BOU","6","2.74","79.98","3.53","79.98","2.83","79.98","4.01","79.98","3.87","79.98","134.90"
"399","Biancone","DEF","NFO","4.5","2.73","75.50","2.50","70.17","1.76","58.36","0.82","50.17","2.34","50.17","65.14"
"185","A Doucoure","MID","EVE","5.5","2.72","76.90","2.96","65.02","2.51","65.02","2.68","65.02","2.13","65.02","92.54"
"47","Ramsey","MID","AVL","5.5","2.71","56.83","2.31","56.83","2.53","56.83","2.14","56.83","2.02","56.83","89.36"
"107","March","MID","BHA","5","2.70","65.21","2.45","61.83","2.94","60.17","2.43","55.31","2.37","50.64","82.66"
"388","Worrall","DEF","NFO","4.5","2.69","84.55","2.62","83.02","2.07","82.14","1.00","82.14","3.34","82.14","88.50"
"88","Jensen","MID","BRE","5","2.69","64.33","2.58","58.36","2.54","51.50","2.20","51.50","2.60","50.17","78.53"
"443","Romero","DEF","TOT","5","2.68","84.55","4.18","84.55","3.65","83.02","3.05","83.02","4.06","83.02","125.65"
"120","Caicedo","MID","BHA","5","2.68","72.07","2.53","72.07","3.07","72.07","2.73","72.07","2.87","72.07","98.53"
"86","Janelt","MID","BRE","5.5","2.68","73.02","2.64","67.79","2.68","61.79","2.31","61.79","2.71","60.17","82.31"
"287","Keita","MID","LIV","5","2.66","50.17","2.35","50.17","3.03","50.17","2.55","50.17","2.39","45.60","66.02"
"204","Kebano","MID","FUL","5.5","2.65","59.12","2.97","59.12","2.36","59.12","2.76","59.12","2.27","57.38","85.87"
"512","Aribo","MID","SOU","5.5","2.65","61.83","2.26","61.83","2.30","61.83","2.14","61.83","2.28","61.83","84.89"
"377","Botman","DEF","NEW","4.5","2.63","72.07","2.05","76.36","3.07","76.36","1.66","76.36","3.47","76.36","105.69"
"366","Schar","DEF","NEW","4.5","2.63","69.02","1.95","66.98","2.78","66.98","1.55","66.98","3.18","66.98","97.14"
"233","Harrison","MID","LEE","6","2.62","47.69","1.87","39.21","1.68","33.16","2.09","33.16","1.83","33.16","67.66"
"114","Lamptey","DEF","BHA","4.5","2.61","49.79","2.14","48.07","2.57","45.76","2.23","43.50","2.32","43.50","81.07"
"405","S Armstrong","MID","SOU","5","2.60","50.17","2.18","50.17","2.23","50.17","2.04","50.17","2.20","50.17","81.93"
"330","Maguire","DEF","MUN","5","2.59","69.02","1.91","69.02","2.62","69.02","2.29","69.02","2.50","69.02","95.47"
"112","Cucurella","DEF","CHE","5","2.57","57.07","2.60","54.93","3.24","63.21","3.64","75.50","3.88","75.50","132.08"
"510","Hickey","DEF","BRE","5","2.56","76.90","2.68","73.02","3.06","68.64","2.56","68.64","2.83","68.64","91.49"
"346","A Pereira","MID","FUL","4.5","2.56","68.68","2.87","68.68","2.28","68.68","2.68","68.68","2.23","68.68","92.69"
"228","Llorente","DEF","LEE","4.5","2.54","82.14","2.33","81.71","2.37","81.71","3.25","81.71","2.50","80.64","87.61"
"430","Dier","DEF","TOT","5","2.53","84.55","3.74","79.33","2.89","67.79","2.39","67.79","3.13","67.79","98.25"
"432","Ben T Davies","DEF","TOT","5","2.52","81.71","3.18","64.45","2.71","60.64","2.26","60.64","2.95","60.64","92.54"
"194","Mykolenko","DEF","EVE","4.5","2.52","77.21","3.43","73.79","2.57","71.00","2.46","71.00","1.79","71.00","91.88"
"534","McNeil","MID","EVE","5.5","2.52","65.21","3.10","65.21","2.66","65.21","2.84","65.21","2.29","65.21","87.93"
"460","Lanzini","MID","WHU","5.5","2.52","50.43","2.27","44.64","2.10","44.64","2.11","44.64","1.90","44.64","82.37"
"403","Redmond","MID","SOU","5.5","2.51","43.98","2.10","43.98","2.14","43.98","1.96","43.98","2.11","43.98","78.74"
"529","Scamacca","FWD","WHU","7","2.51","44.93","3.37","63.50","3.07","63.50","3.13","63.50","2.67","63.50","122.11"
"220","Palhinha","MID","FUL","5","2.49","76.90","2.76","76.90","2.24","76.90","2.56","75.15","2.14","74.28","88.87"
"446","Kulusevski","MID","TOT","8.1","2.48","53.21","3.45","53.21","3.32","53.21","2.95","53.21","3.69","53.21","115.56"
"533","L Martinez","DEF","MUN","4.5","2.46","63.50","1.79","63.50","2.51","63.50","2.19","63.50","2.35","63.50","90.37"
"245","Roca","MID","LEE","5","2.46","68.68","2.21","68.68","2.24","68.68","2.64","68.68","2.37","68.68","86.96"
"262","Iheanacho","FWD","LEI","6.5","2.46","44.64","3.50","44.64","2.29","44.64","2.91","44.64","2.60","44.64","104.84"
"192","Holgate","DEF","EVE","4.5","2.42","78.50","3.47","78.50","2.50","74.21","2.30","72.07","1.66","72.07","76.83"
"235","Struijk","DEF","LEE","4.5","2.41","78.24","1.99","75.50","2.06","72.81","2.76","70.17","1.92","61.40","48.68"
"123","Undav","FWD","BHA","5.5","2.40","53.50","2.33","53.50","2.95","53.50","2.53","53.50","2.71","53.50","90.75"
"471","Ben Johnson","DEF","WHU","4.5","2.39","60.07","1.64","40.07","1.22","34.74","1.09","33.16","0.95","33.16","46.71"
"53","Kamara","MID","AVL","5","2.39","66.00","2.13","66.00","2.26","66.00","1.99","66.00","1.91","66.00","80.69"
"402","Romeu","MID","SOU","5","2.39","63.50","2.05","63.50","2.11","63.50","1.99","63.50","2.10","63.50","78.05"
"436","Sessegnon","DEF","TOT","4.5","2.38","62.43","2.39","40.07","2.18","40.07","1.85","40.07","2.43","40.07","75.71"
"197","Patterson","DEF","EVE","4","2.38","73.02","3.22","70.36","2.51","70.36","2.41","70.36","1.74","70.36","88.89"
"186","Iwobi","MID","EVE","5.5","2.38","58.36","2.71","53.50","2.28","52.07","2.42","52.07","1.97","52.07","66.61"
"134","Kante","MID","CHE","5","2.35","63.50","2.53","61.79","2.54","60.07","2.43","58.36","2.31","55.17","83.18"
"319","Alvarez","FWD","MCI","6.5","2.35","31.32","1.83","31.32","2.06","31.32","2.29","31.32","1.91","31.32","75.36"
"169","Eze","MID","CRY","5.5","2.34","69.04","3.12","66.41","2.17","64.33","3.19","62.27","2.51","60.07","101.99"
"411","C Adams","FWD","SOU","6.5","2.32","35.37","1.85","35.37","1.90","35.37","1.67","35.37","1.83","35.37","69.07"
"200","Cairney","MID","FUL","5","2.30","60.86","2.52","60.86","2.06","60.07","2.35","60.07","1.96","57.60","70.94"
"166","Edouard","FWD","CRY","5.5","2.30","62.60","3.02","62.60","2.13","58.36","2.84","53.50","2.22","51.14","90.20"
