"ID","Name","Pos","Team","Price","xPts 2","xMin 2","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts 6","xMin 6","xPts GW2-38"
"74","Dembele","MID","BOU","5","0.15","2.63","0.16","2.63","0.15","2.63","0.18","2.63","0.17","2.63","6.20"
"378","Arter","MID","NFO","4.5","0.15","2.63","0.14","2.11","0.14","2.11","0.13","2.11","0.15","2.11","5.26"
"450","P Sarr","MID","TOT","4.5","0.14","2.11","0.15","2.11","0.15","2.11","0.14","2.11","0.15","2.11","5.42"
"54","Archer","FWD","AVL","4.5","0.14","2.21","0.08","1.32","0.09","1.32","0.08","1.32","0.08","1.32","3.22"
"489","Toti","DEF","WOL","4","0.13","3.16","0.08","3.16","0.12","3.16","0.12","3.16","0.13","3.16","3.96"
"133","Kepa","GK","CHE","4.5","0.12","2.96","0.13","2.96","0.13","2.96","0.14","2.96","0.13","2.96","4.80"
"65","Stacey","DEF","BOU","4.5","0.12","4.74","0.20","4.74","0.13","4.74","0.18","3.55","0.11","2.37","3.97"
"96","Goode","DEF","BRE","4","0.11","3.16","0.06","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.29"
"24","Turner","GK","ARS","4","0.10","2.37","0.11","2.37","0.11","2.37","0.10","2.37","0.08","2.37","3.63"
"517","Strakosha","GK","BRE","4.5","0.10","2.96","0.11","2.96","0.13","2.96","0.11","2.96","0.12","2.96","3.97"
"494","Mosquera","DEF","WOL","4","0.10","1.84","0.07","1.84","0.09","1.84","0.09","1.84","0.10","1.84","3.09"
"4","Elneny","MID","ARS","4.5","0.10","2.37","0.10","2.37","0.10","2.37","0.10","2.37","0.09","2.37","3.48"
"36","Sanson","MID","AVL","4.5","0.10","1.58","0.09","1.58","0.09","1.58","0.08","1.58","0.08","1.58","3.29"
"497","Adrian","GK","LIV","4","0.09","1.84","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.39"
"501","N Phillips","DEF","LIV","4","0.09","1.84","0.07","1.84","0.10","1.84","0.09","1.84","0.08","1.84","2.99"
"530","C Richards","DEF","CRY","4.5","0.09","3.68","0.16","3.68","0.08","3.68","0.17","3.68","0.14","3.68","5.36"
"525","Augustinsson","DEF","AVL","4.5","0.09","1.84","0.07","1.84","0.08","1.84","0.06","1.84","0.05","1.84","2.62"
"56","Guilbert","DEF","AVL","4","0.09","1.84","0.07","1.84","0.08","1.84","0.06","1.84","0.05","1.84","2.61"
"322","Wilson-Esbrand","DEF","MCI","4","0.09","1.58","0.07","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.31"
"343","B Williams","DEF","MUN","4","0.09","1.84","0.08","1.84","0.09","1.84","0.09","1.84","0.09","1.84","3.46"
"364","Krafth","DEF","NEW","4.5","0.09","1.84","0.07","1.84","0.10","1.84","0.07","1.84","0.10","1.84","3.37"
"363","Manquillo","DEF","NEW","4.5","0.09","1.68","0.15","3.68","0.19","3.68","0.13","3.68","0.21","3.68","6.59"
"384","Lolley","MID","NFO","5","0.09","1.58","0.09","1.58","0.09","1.58","0.08","1.58","0.10","1.58","3.41"
"21","Maitland-Niles","MID","ARS","5","0.09","1.58","0.09","1.58","0.09","1.58","0.09","1.58","0.08","1.58","3.21"
"34","B Traore","MID","AVL","5","0.09","1.05","0.08","1.05","0.09","1.05","0.08","1.05","0.08","1.05","3.25"
"51","El Ghazi","MID","AVL","5","0.09","1.05","0.08","1.05","0.09","1.05","0.08","1.05","0.08","1.05","3.21"
"176","Begovic","GK","EVE","4","0.08","2.21","0.10","2.21","0.08","2.21","0.09","2.21","0.06","2.21","3.01"
"35","Olsen","GK","AVL","4","0.08","1.84","0.07","1.84","0.07","1.84","0.06","1.84","0.05","1.84","2.57"
"492","Sarkic","GK","WOL","4","0.08","1.84","0.05","1.84","0.07","1.84","0.08","1.84","0.08","1.84","2.52"
"243","Hjelde","DEF","LEE","4","0.08","2.37","0.04","1.18","0.04","1.18","0.02","0.59","0.02","0.59","0.84"
"187","Gbamin","MID","EVE","4.5","0.08","1.32","0.09","1.32","0.08","1.32","0.09","1.32","0.08","1.32","3.08"
"48","Chukwuemeka","MID","CHE","4.5","0.08","1.32","0.08","1.32","0.08","1.32","0.08","1.32","0.08","1.32","2.97"
"184","Gomes","MID","EVE","4.5","0.08","1.58","0.09","1.58","0.08","1.58","0.08","1.58","0.07","1.58","2.94"
"348","Heaton","GK","MUN","4","0.07","1.84","0.05","1.84","0.07","1.84","0.06","1.84","0.07","1.84","2.57"
"236","Klaesson","GK","LEE","4","0.07","1.84","0.06","1.84","0.06","1.84","0.08","1.84","0.06","1.84","2.25"
"292","Tsimikas","DEF","LIV","4.5","0.07","1.05","0.25","5.26","0.83","12.63","0.72","12.63","0.69","12.63","24.34"
"434","Winks","MID","TOT","4.5","0.07","1.05","0.08","1.05","0.07","1.05","0.07","1.05","0.08","1.05","2.71"
"426","Forster","GK","TOT","4","0.06","1.84","0.09","1.84","0.09","1.84","0.07","1.84","0.09","1.84","2.85"
"518","Hennessey","GK","NFO","4","0.06","1.84","0.07","1.84","0.05","1.84","0.03","1.84","0.08","1.84","2.26"
"362","Dummett","DEF","NEW","4","0.06","1.84","0.05","1.84","0.07","1.84","0.04","1.84","0.08","1.84","2.44"
"208","Kongolo","DEF","FUL","4","0.06","1.58","0.07","1.58","0.05","1.58","0.07","1.58","0.04","1.58","2.21"
"539","Hill","DEF","BOU","4.5","0.06","4.63","0.13","4.63","0.06","4.63","0.13","3.47","0.08","2.32","2.56"
"558","Bueno","DEF","WOL","4","0.06","1.18","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.20"
"540","Stevens","DEF","BRE","4","0.06","1.58","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.20"
"289","Kelleher","GK","LIV","4","0.05","0.95","0.09","2.37","0.12","2.37","0.11","2.37","0.11","2.37","3.85"
"253","Vestergaard","DEF","LEI","4","0.05","1.84","0.08","1.84","0.05","1.84","0.06","1.84","0.06","1.84","2.33"
"198","Nkounkou","DEF","EVE","4","0.05","1.58","0.07","1.58","0.05","1.58","0.05","1.58","0.04","1.58","1.94"
"138","Kenedy","DEF","CHE","4","0.05","0.66","0.05","0.66","0.05","0.66","0.05","0.66","0.05","0.66","1.83"
"27","Marquinhos","MID","ARS","5","0.05","0.92","0.05","0.92","0.05","0.92","0.05","0.92","0.05","0.92","1.83"
"23","Nelson","MID","ARS","5","0.05","0.79","0.05","0.79","0.05","0.79","0.05","0.79","0.05","0.79","1.79"
"0","Batshuayi","FWD","CHE","3","0.05","0.79","0.05","0.79","0.05","0.79","0.05","0.79","0.05","0.79","1.74"
"52","K Davis","FWD","AVL","5.4","0.05","0.66","0.09","1.58","0.10","1.58","0.09","1.58","0.09","1.58","3.53"
"542","Scherpen","GK","BHA","4","0.04","0.92","0.03","0.92","0.04","0.92","0.04","0.92","0.04","0.92","1.34"
"102","Steele","GK","BHA","4","0.04","0.92","0.03","0.92","0.04","0.92","0.04","0.92","0.04","0.92","1.33"
"545","Emerson P","DEF","CHE","4","0.04","0.66","0.05","0.66","0.05","0.66","0.05","0.66","0.05","0.66","1.73"
"522","Spence","DEF","TOT","4.5","0.04","0.79","0.05","0.79","0.05","0.79","0.04","0.79","0.05","0.79","1.76"
"554","Bryan Gil","MID","TOT","5","0.04","0.79","0.05","0.79","0.05","0.79","0.05","0.79","0.05","0.79","1.77"
"0","Ndombele","MID","TOT","3","0.04","0.79","0.05","0.79","0.05","0.79","0.04","0.79","0.05","0.79","1.65"
"0","Poveda","MID","LEE","3","0.04","0.66","0.04","0.66","0.04","0.66","0.05","0.66","0.04","0.66","1.57"
"240","Summerville","MID","LEE","4.5","0.04","0.66","0.04","0.66","0.04","0.66","0.05","0.66","0.04","0.66","1.57"
"119","Sarmiento","MID","BHA","4.5","0.04","0.66","0.04","0.66","0.05","0.66","0.04","0.66","0.04","0.66","1.55"
"565","A Gray","MID","LEE","4.5","0.04","0.66","0.04","0.66","0.04","0.66","0.05","0.66","0.04","0.66","1.55"
"126","Kozlowski","MID","BHA","4.5","0.04","0.66","0.04","0.66","0.05","0.66","0.04","0.66","0.04","0.66","1.53"
"202","Knockaert","MID","FUL","5","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","1.55"
"0","Fosu","MID","BRE","3","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","1.50"
"172","Rak-Sakyi","MID","CRY","4.5","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","1.53"
"247","Gyabi","MID","LEE","4.5","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","1.44"
"521","Francois","MID","FUL","4.5","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","0.04","0.66","1.36"
"0","Bellerin","DEF","ARS","3","0.03","0.39","0.03","0.39","0.03","0.39","0.03","0.39","0.02","0.39","0.95"
"0","Kouyate","DEF","CRY","3","0.02","0.59","0.03","0.59","0.02","0.59","0.03","0.59","0.03","0.59","0.96"
"0","Vale","MID","CHE","3","0.02","0.26","0.02","0.26","0.02","0.26","0.02","0.26","0.02","0.26","0.67"
"49","Iroegbunam","MID","AVL","4.5","0.02","0.26","0.02","0.26","0.02","0.26","0.02","0.26","0.02","0.26","0.61"
"502","Carson","GK","MCI","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.31"
"0","Runarsson","GK","ARS","3","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.27"
"0","Bettinelli","GK","CHE","3","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.29"
"451","Austin","GK","TOT","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.28"
"571","Randolph","GK","WHU","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.25"
"0","Steer","GK","AVL","3","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.00","0.18","0.25"
"0","Sinisalo","GK","AVL","3","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.00","0.18","0.25"
"0","Marschall","GK","AVL","3","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.00","0.18","0.25"
"207","Gazzaniga","GK","FUL","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.00","0.18","0.25"
"421","Lis","GK","SOU","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.24"
"578","Robles","GK","LEE","4","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.01","0.18","0.22"
"0","Jordan Smith","GK","NFO","3","0.01","0.18","0.01","0.18","0.01","0.18","0.00","0.18","0.01","0.18","0.22"
"439","Tanganga","DEF","TOT","4","0.01","0.16","0.01","0.16","0.01","0.16","0.01","0.16","0.01","0.16","0.24"
"351","Fernandez","DEF","NEW","4.5","0.01","0.16","0.00","0.16","0.01","0.16","0.00","0.16","0.01","0.16","0.23"
"339","Bailly","DEF","MUN","4","0.01","0.16","0.00","0.16","0.01","0.16","0.01","0.16","0.01","0.16","0.23"
"0","Small","DEF","SOU","3","0.01","0.16","0.00","0.16","0.01","0.16","0.01","0.16","0.01","0.16","0.21"
"0","Tuanzebe","DEF","MUN","3","0.01","0.16","0.00","0.16","0.01","0.16","0.01","0.16","0.01","0.16","0.22"
"328","P Jones","DEF","MUN","4","0.01","0.12","0.00","0.12","0.01","0.12","0.00","0.12","0.01","0.12","0.20"
"162","Butland","GK","CRY","4.5","0.00","0.18","0.01","0.18","0.00","0.18","0.01","0.18","0.01","0.18","0.28"
"77","W Dennis","GK","BOU","4","0.00","0.18","0.01","0.18","0.00","0.18","0.01","0.18","0.01","0.18","0.23"
"353","Darlow","GK","NEW","4","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.03"
"0","Gillespie","GK","NEW","3","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.03"
"0","Cox","GK","BRE","3","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.02"
"424","Caballero","GK","SOU","4","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.00","0.02","0.02"
"557","Jackson Smith","GK","WOL","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","Smithies","GK","LEI","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"309","Laporte","DEF","MCI","6","0.00","0.00","0.00","0.00","0.44","7.89","1.70","28.74","2.39","49.21","98.42"
"92","Pinnock","DEF","BRE","4.5","0.00","0.00","0.62","16.84","1.73","39.50","2.20","58.79","3.15","74.74","102.23"
"0","S Gomez","DEF","MCI","3","0.00","0.00","0.12","2.37","0.96","17.05","2.50","43.50","2.02","43.50","72.85"
"82","Canos","DEF","BRE","5","0.00","0.00","1.25","22.11","2.75","45.17","2.27","45.17","2.72","45.17","80.83"
"385","McKenna","DEF","NFO","4.5","0.00","0.00","1.65","51.50","2.10","82.14","1.04","82.14","3.37","82.14","86.03"
"456","Ogbonna","DEF","WHU","4.5","0.00","0.00","0.27","6.32","0.78","22.74","1.15","36.93","0.99","36.93","45.23"
"239","Firpo","DEF","LEE","4.5","0.00","0.00","0.00","0.00","0.18","4.21","0.67","14.21","1.08","30.32","43.92"
"379","S Cook","DEF","NFO","4.5","0.00","0.00","0.25","7.37","0.84","32.00","0.68","49.21","2.04","49.21","51.56"
"84","Ajer","DEF","BRE","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.15","3.68","65.43"
"290","Konate","DEF","LIV","5","0.00","0.00","0.00","0.00","0.00","0.00","0.08","1.58","0.16","3.68","38.51"
"226","Dallas","DEF","LEE","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.09","1.58","45.13"
"59","Fredericks","DEF","BOU","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.21","3.68","0.50","10.53","36.03"
"188","Mina","DEF","EVE","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.05","1.05","0.08","2.37","30.55"
"153","Tomkins","DEF","CRY","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"250","Bertrand","DEF","LEI","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"256","R Pereira","DEF","LEI","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"419","Livramento","DEF","SOU","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"38","Hause","DEF","AVL","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"511","O Richards","DEF","NFO","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"193","Godfrey","DEF","EVE","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"472","Aguerd","DEF","WHU","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"0","Kostic","DEF","WHU","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.17"
"573","R Lewis","DEF","MCI","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.16"
"563","L Chambers","DEF","LIV","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.16"
"320","Mbete","DEF","MCI","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"500","van den Berg","DEF","LIV","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"543","Clarke","DEF","BHA","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","Hayden","DEF","AVL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","Feeney","DEF","AVL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"544","van Hecke","DEF","BHA","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"555","Ashby","DEF","WHU","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"222","Ayling","DEF","LEE","4.5","0.00","0.00","0.00","0.00","0.04","0.92","0.11","2.11","0.24","5.92","13.04"
"0","Ekwah","DEF","WHU","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"386","Drager","DEF","NFO","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","S Hughes","DEF","LEI","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","Offiah","DEF","BHA","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Bogarde","DEF","AVL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Welch","DEF","EVE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Adaramola","DEF","CRY","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"273","Brunt","DEF","LEI","4","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Kris Moore","DEF","LEE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.12"
"174","N Ferguson","DEF","CRY","4","0.00","0.00","0.09","1.58","0.18","5.53","0.65","13.26","0.71","18.42","25.24"
"413","Lyanco","DEF","SOU","4.5","0.00","0.00","0.28","6.32","0.54","12.89","0.54","12.89","0.59","12.89","19.98"
"264","Barnes","MID","LEI","7","0.00","0.00","0.00","0.00","0.34","6.32","1.18","18.95","2.28","42.07","116.30"
"503","Moutinho","MID","WOL","5","0.00","0.00","0.61","17.68","1.76","48.50","2.91","78.65","3.14","78.65","93.79"
"212","H Wilson","MID","FUL","6","0.00","0.00","0.00","0.00","0.22","4.21","0.56","10.11","0.90","20.63","104.38"
"387","Yates","MID","NFO","5","0.00","0.00","0.20","4.21","0.42","10.11","0.67","19.89","1.54","33.16","79.59"
"132","Kovacic","MID","CHE","5","0.00","0.00","0.21","3.68","0.72","14.21","1.53","32.84","2.12","46.17","78.64"
"154","McArthur","MID","CRY","5","0.00","0.00","0.00","0.00","0.24","6.32","0.77","17.68","1.08","29.84","71.62"
"277","Thiago","MID","LIV","5.4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19","3.68","66.22"
"60","Brooks","MID","BOU","5.5","0.00","0.00","0.17","2.63","0.40","7.89","0.85","14.74","1.33","25.26","60.46"
"117","Moder","MID","BHA","4.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"349","Shelvey","MID","NEW","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"490","Chiquinho","MID","WOL","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"278","Chamberlain","MID","LIV","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"179","Townsend","MID","EVE","5.5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"316","Palmer","MID","MCI","4.5","0.00","0.00","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.16"
"0","Oulad","MID","ARS","3","0.00","0.07","0.00","0.07","0.00","0.07","0.00","0.07","0.00","0.07","0.15"
"0","Jordao","MID","WOL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"546","Harris","MID","FUL","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"0","Peart-Harris","MID","BRE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"0","O'Reilly","MID","AVL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"552","Anderson","MID","NEW","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"0","Chong","MID","MUN","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"570","Garner","MID","MUN","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"452","Devine","MID","TOT","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"569","Garnacho","MID","MUN","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"347","Pellistri","MID","MUN","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"449","H White","MID","TOT","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","M Longstaff","MID","NEW","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"567","Ronan","MID","WOL","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"566","Hodge","MID","WOL","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"560","Mills","MID","EVE","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"553","Hammond","MID","NFO","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"572","Oko-Flex","MID","WHU","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"551","Iqbal","MID","MUN","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"564","Bajcetic","MID","LIV","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Mejbri","MID","MUN","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Chrisene","MID","AVL","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Chesters","MID","WHU","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"509","Downes","MID","WHU","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"561","Warrington","MID","EVE","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"556","Coventry","MID","WHU","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"0","Price","MID","EVE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.12"
"505","Rothwell","MID","BOU","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.81"
"562","Solomon","MID","FUL","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.16","2.63","36.41"
"291","C Jones","MID","LIV","5","0.00","0.00","0.08","1.32","0.19","2.63","0.27","4.42","0.34","5.26","11.72"
"441","Skipp","MID","TOT","4.5","0.00","0.00","0.07","1.05","0.23","3.95","0.22","3.95","0.24","3.95","7.96"
"0","Freuler","MID","NFO","3","0.00","0.00","0.59","11.05","1.08","25.26","0.96","25.26","1.26","25.26","39.73"
"491","A Traore","MID","WOL","5.5","0.00","0.00","0.00","0.00","0.15","1.58","0.42","4.74","0.83","9.47","33.06"
"0","Rabiot","MID","MUN","3","0.00","0.00","0.70","14.21","1.10","22.11","1.06","22.11","1.05","22.11","38.30"
"345","Martial","FWD","MUN","6.9","0.00","0.00","0.45","8.42","1.57","25.26","2.31","40.64","2.93","54.93","105.56"
"191","Calvert-Lewin","FWD","EVE","8","0.00","0.00","0.00","0.00","0.00","0.00","0.32","4.74","0.54","11.37","124.33"
"0","E Dennis","FWD","NFO","3","0.00","0.00","0.33","5.53","1.22","24.87","1.40","38.21","2.24","38.21","64.07"
"476","Jimenez","FWD","WOL","7","0.00","0.00","0.00","0.00","0.24","4.21","0.58","9.47","1.24","19.16","100.97"
"288","Jota","FWD","LIV","9","0.00","0.00","0.00","0.00","0.38","3.95","0.56","7.37","0.96","12.63","78.28"
"323","Delap","FWD","MCI","4.5","0.00","0.03","0.00","0.03","0.00","0.03","0.00","0.03","0.00","0.03","0.07"
"0","Dobbin","FWD","EVE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"528","Mara","FWD","SOU","5.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"550","A Diallo","FWD","MUN","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.15"
"0","Andone","FWD","BHA","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","Valencia","FWD","BRE","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"219","Stansfield","FWD","FUL","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.14"
"0","E Ferguson","FWD","BHA","3","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"
"447","Scarlett","FWD","TOT","4.5","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.00","0.05","0.13"