Pos,ID,Name,BV,SV,Team,37_xMins,37_Pts,38_xMins,38_Pts
G,517,Strakosha,4.3,4.3,Brentford,1,0.04,3,0.09
G,518,Hennessey,3.9,3.9,Nott'm Forest,1,0.04,2,0.08
M,519,Eriksen,6.2,6.2,Man Utd,67,7.34,65,3.94
D,520,Koulibaly,5.5,5.5,Chelsea,22,0.99,45,1.29
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,0,0.00,0,0.00
D,523,Toffolo,4.3,4.3,Nott'm Forest,16,0.47,15,0.55
M,524,O'Brien,4.7,4.7,Nott'm Forest,0,0.00,0,0.00
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0.00,0,0.00
D,526,Mee,4.9,4.9,Brentford,88,2.41,85,2.04
M,527,Lingard,5.4,5.4,Nott'm Forest,3,0.23,4,0.27
F,528,Mara,5.3,5.3,Southampton,1,0.11,1,0.10
F,529,Scamacca,6.6,6.6,West Ham,0,0.00,0,0.00
D,530,Richards,4.4,4.4,Crystal Palace,16,0.56,22,1.03
D,531,Vinagre,4.3,4.3,Everton,0,0.00,3,0.15
D,532,Mbabu,4.3,4.3,Fulham,0,0.00,0,0.00
D,533,Martínez,4.4,4.4,Man Utd,0,0.00,0,0.00
M,534,McNeil,5.1,5.1,Everton,77,3.26,71,3.57
M,535,Tavernier,4.7,4.7,Bournemouth,0,0.00,0,0.00
M,536,Mangala,4.9,4.9,Nott'm Forest,66,1.99,65,2.00
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00
D,538,Young,4.3,4.3,Aston Villa,43,1.08,40,1.45
D,539,Hill,4.4,4.4,Bournemouth,0,0.00,0,0.00
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,18,1.54,19,0.62
D,545,Emerson,4.0,4.0,West Ham,23,0.93,24,0.84
M,546,Harris,4.3,4.3,Fulham,0,0.00,0,0.00
D,547,Drameh,4.0,4.0,Leeds,0,0.00,0,0.00
G,548,Iversen,3.9,3.9,Leicester,89,3.03,87,3.58
M,549,Praet,4.8,4.8,Leicester,23,1.01,25,1.28
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00
M,551,Iqbal,4.2,4.2,Man Utd,0,0.00,0,0.00
M,552,Anderson,4.3,4.3,Newcastle,34,1.49,23,0.95
M,553,Hammond,4.2,4.2,Nott'm Forest,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00
D,555,Ashby,3.8,3.8,Newcastle,2,0.05,2,0.06
M,556,Coventry,4.4,4.4,West Ham,0,0.00,0,0.00
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00
D,558,Bueno,3.8,3.8,Wolves,42,1.74,45,1.03
D,559,Colwill,4.4,4.4,Brighton,75,5.72,62,2.00
M,560,Mills,4.3,4.3,Everton,2,0.09,2,0.12
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,28,1.39,30,1.23
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00
M,564,Bajcetic,4.3,4.3,Liverpool,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00
M,566,Hodge,4.3,4.3,Wolves,0,0.00,2,0.08
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00
M,568,Campbell,4.4,4.4,Wolves,0,0.00,0,0.00
M,569,Garnacho,4.1,4.1,Man Utd,18,2.20,17,1.15
M,570,Garner,4.5,4.5,Everton,62,2.32,56,2.40
G,571,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00
D,573,Lewis,3.8,3.8,Man City,19,1.77,15,0.71
G,574,Neto,4.5,4.5,Bournemouth,89,3.10,86,3.16
M,575,Cornet,5.9,5.9,West Ham,22,1.20,24,1.17
D,576,Senesi,4.4,4.4,Bournemouth,54,1.12,54,1.45
M,577,Onana,4.7,4.7,Everton,38,1.51,40,1.75
G,578,Robles,4.0,4.0,Leeds,85,3.24,82,2.99
M,579,Guedes,5.8,5.8,Wolves,0,0.00,0,0.00
M,580,Damsgaard,5.0,5.0,Brentford,37,1.69,40,1.70
G,581,Smithies,3.9,3.9,Leicester,0,0.00,0,0.00
M,582,Freuler,4.9,4.9,Nott'm Forest,12,0.47,15,0.60
M,583,Kouyaté,4.4,4.4,Nott'm Forest,31,1.20,32,1.24
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00
F,585,Dennis,5.6,5.6,Nott'm Forest,6,0.40,11,0.61
D,586,Estupiñán,4.9,4.9,Brighton,83,7.13,78,2.87
D,587,Sergio Gómez,4.4,4.4,Man City,3,0.32,4,0.18
D,588,Kehrer,4.3,4.3,West Ham,19,0.64,21,0.62
M,589,Matheus,4.8,4.8,Wolves,65,2.51,67,2.08
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,0,0.00
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,81,5.62,75,2.85
F,594,Isak,7.0,7.0,Newcastle,67,4.57,66,3.53
D,595,Zanka,3.9,3.9,Brentford,26,0.73,29,0.71
F,596,Ferguson,4.6,4.6,Brighton,50,6.45,47,2.74
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,0,0.00,0,0.00
M,601,Rodney,4.5,4.5,Crystal Palace,3,0.16,4,0.21
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,77,1.92,76,2.49
M,603,Paquetá,5.9,5.9,West Ham,69,3.31,68,2.83
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,6,0.20,4,0.14
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00
M,607,Smith,4.4,4.4,Arsenal,0,0.00,0,0.00
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.00,0,0.00
M,609,Antony,7.3,7.3,Man Utd,65,7.14,63,3.84
D,610,Akanji,5.1,5.1,Man City,64,5.38,56,2.49
M,611,Gueye,4.7,4.7,Everton,74,2.39,71,2.54
D,612,Faes,4.2,4.2,Leicester,85,1.41,83,3.08
D,613,Kurzawa,4.3,4.3,Fulham,5,0.21,5,0.14
M,614,Willian,5.5,5.5,Fulham,65,3.59,60,2.53
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00
M,616,Zakaria,4.9,4.9,Chelsea,11,0.90,7,0.33
F,617,Aubameyang,8.4,8.4,Chelsea,2,0.36,3,0.23
F,618,Vinícius,5.4,5.4,Fulham,46,2.62,33,1.49
F,619,Gnonto,4.7,4.7,Leeds,42,2.07,44,2.20
M,620,Arthur,4.8,4.8,Liverpool,2,0.14,4,0.23
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.00,0,0.00
D,622,Larios,4.0,4.0,Southampton,0,0.00,0,0.00
D,623,Caleta-Car,4.4,4.4,Southampton,29,0.60,34,0.70
M,624,Edozie,4.6,4.6,Southampton,0,0.00,0,0.00
F,625,Diego Costa,5.3,5.3,Wolves,57,2.69,56,2.11
G,626,Karius,3.9,3.9,Newcastle,0,0.00,0,0.00
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00
D,628,Aurier,4.3,4.3,Nott'm Forest,84,1.98,81,2.58
M,629,Traoré,4.3,4.3,Wolves,7,0.30,8,0.29
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,0,0.00
D,631,Sousa,4.0,4.0,Arsenal,4,0.13,5,0.22
M,632,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00
G,633,Cox,3.9,3.9,Brentford,0,0.00,0,0.00
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00
D,636,Parkes,4.0,4.0,Fulham,0,0.00,2,0.04
D,637,John,3.9,3.9,Everton,6,0.21,4,0.13
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,0,0.00,0,0.00
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.00
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.00,0,0.00
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.00
D,646,Crama,4.0,4.0,Brentford,0,0.00,0,0.00
M,647,Payne,4.5,4.5,Southampton,0,0.00,0,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,0,0.00
G,649,Plain,4.0,4.0,Bournemouth,0,0.00,0,0.00
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.00,0,0.00
M,651,Moran,4.5,4.5,Brighton,6,0.75,8,0.41
D,652,Furlong,4.0,4.0,Brighton,0,0.00,0,0.00
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.00,0,0.00
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,3,0.15,3,0.17
G,655,Hein,3.9,3.9,Arsenal,0,0.00,0,0.00
G,656,Bishop,4.0,4.0,Man Utd,0,0.00,0,0.00
F,657,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00
M,658,Griffiths,4.4,4.4,Wolves,0,0.00,0,0.00
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0.00,0,0.00
F,660,Shoretire,4.5,4.5,Man Utd,0,0.00,0,0.00
M,661,Hall,4.3,4.3,Chelsea,62,3.61,32,1.14
F,662,Cannon,4.5,4.5,Everton,0,0.00,0,0.00
F,663,Perkins,4.5,4.5,Leeds,0,0.00,0,0.00
D,664,Lembikisa,4.0,4.0,Wolves,0,0.00,0,0.00
M,665,Doak,4.5,4.5,Liverpool,0,0.00,0,0.00
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.00,0,0.00
M,667,Sekularac,4.5,4.5,Fulham,0,0.00,0,0.00
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.00,0,0.00
F,669,Mubama,4.5,4.5,West Ham,0,0.00,0,0.00
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00
F,671,Morgan,4.5,4.5,Southampton,0,0.00,0,0.00
M,672,Kadan Young,4.5,4.5,Aston Villa,0,0.00,0,0.00
D,673,Humphreys,4.5,4.5,Chelsea,0,0.00,0,0.00
D,674,Bennett,4.0,4.0,Man Utd,0,0.00,0,0.00
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.00,0,0.00
M,676,Ozoh,4.5,4.5,Crystal Palace,2,0.12,3,0.20
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.00,0,0.00
M,678,Price,4.5,4.5,Everton,0,0.00,0,0.00
M,679,Buonanotte,4.5,4.5,Brighton,45,4.58,44,1.99
M,680,Gakpo,7.6,7.6,Liverpool,74,5.44,73,5.64
M,681,Scarpa,4.6,4.6,Nott'm Forest,0,0.00,2,0.12
F,682,Cunha,5.3,5.3,Wolves,67,3.29,65,2.48
M,683,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00
F,684,D.D.Fofana,5.0,5.0,Chelsea,4,0.59,6,0.45
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00
F,686,Simms,4.5,4.5,Everton,7,0.45,5,0.36
M,687,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00
M,688,Schade,4.9,4.9,Brentford,67,2.91,66,2.61
D,689,Badiashile,5.0,5.0,Chelsea,8,0.37,9,0.30
F,690,João Félix,7.1,7.1,Chelsea,49,4.56,46,2.53
D,691,Wöber,4.4,4.4,Leeds,87,2.55,77,2.12
M,692,Orsic,5.1,5.1,Southampton,3,0.20,4,0.27
M,693,Alcaraz,5.0,5.0,Southampton,68,2.31,63,2.29
D,694,Álex Moreno,4.5,4.5,Aston Villa,72,1.73,66,2.45
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.00,0,0.00
F,697,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00
M,698,Lemina,4.5,4.5,Wolves,66,2.17,63,1.79
M,699,Mudryk,6.4,6.4,Chelsea,38,3.34,37,1.80
F,700,Rutter,5.0,5.0,Leeds,14,0.88,17,1.09
F,701,Weghorst,5.4,5.4,Man Utd,21,2.82,23,1.64
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00
M,703,Danilo,4.5,4.5,Nott'm Forest,79,2.29,76,2.32
M,704,Sarabia,4.9,4.9,Wolves,32,1.79,31,1.42
M,705,Ouattara,5.0,5.0,Bournemouth,54,2.04,54,2.07
F,706,Pollock,4.5,4.5,Bournemouth,0,0.00,0,0.00
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00
M,708,Madueke,5.4,5.4,Chelsea,48,3.72,47,2.07
D,709,Kristiansen,4.5,4.5,Leicester,27,0.63,29,1.24
D,710,Kiwior,4.0,4.0,Arsenal,76,3.15,74,3.78
F,711,Durán,5.5,5.5,Aston Villa,1,0.12,3,0.22
M,712,Perrone,4.4,4.4,Man City,1,0.07,0,0.00
M,713,Danjuma,6.1,6.1,Spurs,12,0.89,15,1.03
F,714,Semenyo,5.0,5.0,Bournemouth,0,0.00,0,0.00
M,715,Tetê,4.9,4.9,Leicester,31,1.40,32,1.80
D,716,Bree,4.5,4.5,Southampton,2,0.07,6,0.15
G,717,Bentley,4.0,4.0,Wolves,43,1.73,47,1.61
D,718,Viña,4.5,4.5,Bournemouth,69,1.89,67,2.31
M,719,Ayari,4.5,4.5,Brighton,14,1.25,14,0.59
M,720,McKennie,4.6,4.6,Leeds,66,2.50,63,2.44
M,721,João Gomes,4.5,4.5,Wolves,24,0.96,21,0.78
D,722,Zabarnyi,4.5,4.5,Bournemouth,57,1.10,58,1.49
M,723,H.Traorè,4.5,4.5,Bournemouth,0,0.00,6,0.30
M,724,Enzo,5.0,5.0,Chelsea,82,4.47,79,2.44
M,725,Ahamada,4.5,4.5,Crystal Palace,12,0.55,13,0.61
M,726,Lukic,4.5,4.5,Fulham,25,1.05,32,1.08
D,727,Souttar,4.5,4.5,Leicester,15,0.29,19,0.76
M,728,Sabitzer,4.7,4.7,Man Utd,0,0.00,0,0.00
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.05,88,3.23
D,730,Felipe,4.5,4.5,Nott'm Forest,86,1.73,82,2.29
M,731,Kamaldeen,4.9,4.9,Southampton,42,1.73,42,1.80
F,732,Onuachu,5.3,5.3,Southampton,16,0.90,14,0.84
D,733,Pedro Porro,4.8,4.8,Spurs,79,3.95,74,3.10
M,734,A.Ayew,5.0,5.0,Nott'm Forest,19,0.97,18,0.94
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.00,0,0.00
D,736,Offiah,4.0,4.0,Brighton,3,0.23,3,0.09
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00
M,741,Miley,4.5,4.5,Newcastle,2,0.12,2,0.09
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,2,0.04,0,0.00
D,743,Monteiro,4.0,4.0,Leeds,2,0.05,0,0.00
D,744,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,0,0.00,0,0.00
G,747,Wickens,4.0,4.0,Fulham,0,0.00,0,0.00
M,748,Mundle,4.5,4.5,Spurs,0,0.00,0,0.00
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,1,0.04,1,0.02
D,751,Walters,4.0,4.0,Arsenal,5,0.19,5,0.23
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,0,0.00,0,0.00
M,755,Patterson,4.5,4.5,Aston Villa,0,0.00,0,0.00
G,756,McGill,4.0,4.0,Brighton,1,0.06,1,0.05
D,757,Samuels-Smith,4.0,4.0,Everton,8,0.26,3,0.11
M,758,Abbott,4.5,4.5,Spurs,0,0.00,0,0.00
D,759,Jurado,4.0,4.0,Man Utd,0,0.00,0,0.00
G,760,Lonergan,4.0,4.0,Everton,0,0.00,0,0.00
M,761,O'Reilly,4.5,4.5,Aston Villa,0,0.00,0,0.00
M,762,Peupion,4.5,4.5,Brighton,10,1.08,11,0.54
M,763,Dibley-Dias,4.5,4.5,Fulham,0,0.00,0,0.00
M,764,Craig,4.5,4.5,Spurs,0,0.00,0,0.00
D,765,Samuels,4.0,4.0,Brighton,4,0.27,4,0.10
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00
M,10249,Matty Longstaff,99.9,99.9,Newcastle,18,0.92,13,0.61
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.00,0,0.00