Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
D,228.0,Guéhi,45,45,Crystal Palace,85.0,3.469,85.0,2.446,85.0,2.551,85.0,3.801,85.0,2.443,85.0,3.437,85.0,2.425,85.0,3.946
D,522.0,Aguerd,45,45,West Ham,77.0,3.512,77.0,3.336,77.0,2.472,77.0,3.816,77.0,2.105,77.0,2.28,77.0,4.38,77.0,2.599
M,601.0,Danjuma,55,55,Everton,65.0,3.079,65.0,2.856,65.0,3.202,65.0,3.156,65.0,2.757,65.0,2.882,65.0,3.338,65.0,3.195
D,247.0,Coleman,45,45,Everton,73.0,3.229,73.0,2.241,73.0,3.515,73.0,3.288,73.0,2.227,73.0,2.464,73.0,3.916,73.0,3.509
M,253.0,Gray,55,55,Everton,67.0,3.055,67.0,2.769,67.0,3.219,67.0,3.183,67.0,2.729,67.0,2.798,67.0,3.389,67.0,3.21
M,540.0,Rice,55,55,Arsenal,80.0,3.367,80.0,2.924,80.0,3.186,80.0,2.919,80.0,3.037,80.0,3.109,80.0,3.104,80.0,2.668
M,304.0,Mac Allister,60,60,Liverpool,67.0,2.963,67.0,3.362,67.0,2.737,67.0,2.977,67.0,3.216,67.0,3.177,67.0,3.047,67.0,2.767
M,199.0,Enzo,50,50,Chelsea,77.0,2.737,77.0,2.917,77.0,3.299,77.0,3.249,77.0,3.065,77.0,2.822,77.0,2.961,77.0,3.1
M,34.0,Bailey,55,55,Aston Villa,65.0,2.682,65.0,3.221,65.0,3.291,65.0,2.725,65.0,3.068,65.0,2.918,65.0,2.792,65.0,3.256
M,372.0,Antony,70,70,Man Utd,65.0,3.232,65.0,2.959,65.0,3.25,65.0,2.659,65.0,2.734,65.0,3.157,65.0,2.969,65.0,2.903
D,346.0,Cancelo,60,60,Man City,60.0,3.09,60.0,2.479,60.0,3.226,60.0,3.223,60.0,2.836,60.0,3.577,60.0,3.071,60.0,2.251
D,222.0,Clyne,45,45,Crystal Palace,72.0,3.346,72.0,2.385,72.0,2.513,72.0,3.641,72.0,2.402,72.0,3.304,72.0,2.384,72.0,3.777
M,534.0,Fornals,50,50,West Ham,68.0,3.144,68.0,2.934,68.0,2.727,68.0,3.3,68.0,2.641,68.0,2.719,68.0,3.316,68.0,2.762
M,15.0,Partey,50,50,Arsenal,78.0,3.258,78.0,2.817,78.0,3.077,78.0,2.825,78.0,2.928,78.0,2.999,78.0,2.992,78.0,2.549
D,286.0,Tosin,45,45,Fulham,82.0,3.005,82.0,2.898,82.0,2.0,82.0,1.609,82.0,4.048,82.0,2.789,82.0,2.977,82.0,3.997
M,78.0,Ouattara,50,50,Bournemouth,65.0,3.097,65.0,2.686,65.0,3.07,65.0,2.876,65.0,2.938,65.0,2.682,65.0,2.703,65.0,3.088
D,281.0,Ream,45,45,Fulham,80.0,2.964,80.0,2.857,80.0,1.952,80.0,1.572,80.0,3.994,80.0,2.749,80.0,2.935,80.0,3.941
D,497.0,Emerson Royal,45,45,Spurs,67.0,2.575,67.0,2.638,67.0,3.093,67.0,3.197,67.0,3.811,67.0,2.021,67.0,2.293,67.0,3.317
M,50.0,McGinn,55,55,Aston Villa,77.0,2.596,77.0,3.1,77.0,3.06,77.0,2.614,77.0,2.957,77.0,2.775,77.0,2.723,77.0,3.035
M,210.0,Mudryk,65,65,Chelsea,65.0,2.481,65.0,2.713,65.0,3.14,65.0,2.981,65.0,2.867,65.0,2.625,65.0,2.736,65.0,2.925
D,511.0,Romero,45,45,Spurs,75.0,2.426,75.0,2.566,75.0,3.043,75.0,3.16,75.0,3.902,75.0,1.826,75.0,2.166,75.0,3.302
M,43.0,Douglas Luiz,55,55,Aston Villa,69.0,2.53,69.0,3.002,69.0,3.008,69.0,2.546,69.0,2.883,69.0,2.692,69.0,2.628,69.0,2.98
D,283.0,Robinson,45,45,Fulham,78.0,2.865,78.0,2.757,78.0,1.893,78.0,1.516,78.0,3.89,78.0,2.649,78.0,2.835,78.0,3.838
M,566.0,Matheus,50,50,Wolves,77.0,2.647,77.0,2.671,77.0,2.873,77.0,2.793,77.0,2.668,77.0,3.024,77.0,2.549,77.0,2.784
D,285.0,Tete,45,45,Fulham,72.0,2.839,72.0,2.687,72.0,1.881,72.0,1.515,72.0,3.819,72.0,2.635,72.0,2.753,72.0,3.772
M,554.0,Guedes,55,55,Wolves,67.0,2.644,67.0,2.595,67.0,2.89,67.0,2.776,67.0,2.589,67.0,3.165,67.0,2.488,67.0,2.713
M,499.0,Højbjerg,55,55,Spurs,75.0,2.58,75.0,2.589,75.0,2.803,75.0,2.837,75.0,2.993,75.0,2.434,75.0,2.526,75.0,2.866
F,177.0,Rodriguez,55,55,Burnley,74.0,2.906,0.0,0.0,74.0,3.146,74.0,3.204,74.0,3.261,74.0,3.025,74.0,2.922,74.0,3.16
M,542.0,Soucek,50,50,West Ham,67.0,2.855,67.0,2.724,67.0,2.494,67.0,2.975,67.0,2.409,67.0,2.481,67.0,3.002,67.0,2.513
M,126.0,Caicedo,50,50,Brighton,78.0,3.027,78.0,2.761,78.0,2.747,78.0,2.488,78.0,2.452,78.0,2.928,78.0,2.48,78.0,2.51
D,584.0,Pau,45,45,Aston Villa,65.0,2.019,65.0,3.27,65.0,3.066,65.0,2.027,65.0,2.971,65.0,2.511,65.0,2.402,65.0,2.986
F,541.0,Scamacca,60,60,West Ham,65.0,2.851,65.0,2.68,65.0,2.477,65.0,2.935,65.0,2.434,65.0,2.486,65.0,2.862,65.0,2.484
M,421.0,S.Longstaff,50,50,Newcastle,67.0,2.604,67.0,2.34,67.0,2.535,67.0,2.475,67.0,2.67,67.0,2.879,67.0,2.988,67.0,2.685
D,262.0,Patterson,45,45,Everton,67.0,2.782,67.0,1.949,67.0,3.045,67.0,2.866,67.0,1.954,67.0,2.142,67.0,3.392,67.0,3.028
F,477.0,Brewster,50,50,Sheffield Utd,72.0,2.655,72.0,2.696,72.0,2.57,72.0,2.68,72.0,2.606,72.0,2.601,72.0,2.621,72.0,2.658
M,221.0,J.Ayew,55,55,Crystal Palace,65.0,2.792,65.0,2.405,65.0,2.507,65.0,2.817,65.0,2.492,65.0,2.709,65.0,2.425,65.0,2.84
M,98.0,Damsgaard,50,50,Brentford,67.0,2.645,67.0,2.632,67.0,2.629,67.0,2.811,67.0,2.331,67.0,2.74,67.0,2.739,67.0,2.432
M,451.0,Kouyaté,50,50,Nott'm Forest,76.0,2.379,76.0,2.917,76.0,2.422,76.0,2.506,76.0,2.883,76.0,2.312,76.0,2.576,76.0,2.573
M,240.0,Schlupp,50,50,Crystal Palace,65.0,2.707,65.0,2.384,65.0,2.454,65.0,2.735,65.0,2.439,65.0,2.65,65.0,2.402,65.0,2.758
F,293.0,Darwin,75,75,Liverpool,55.0,2.527,55.0,2.68,55.0,2.368,55.0,2.539,55.0,2.68,55.0,2.662,55.0,2.599,55.0,2.404
D,530.0,Cresswell,45,45,West Ham,65.0,2.944,65.0,2.702,65.0,2.097,65.0,3.183,65.0,1.789,65.0,1.955,65.0,3.589,65.0,2.169
F,343.0,Álvarez,65,65,Man City,55.0,2.608,55.0,2.231,55.0,3.16,55.0,2.523,55.0,2.502,55.0,2.588,55.0,2.588,55.0,2.217
M,66.0,Cook,50,50,Bournemouth,77.0,2.67,77.0,2.344,77.0,2.631,77.0,2.429,77.0,2.558,77.0,2.344,77.0,2.409,77.0,2.612
D,563.0,Kilman,45,45,Wolves,83.0,2.162,83.0,2.301,83.0,2.885,83.0,2.677,83.0,2.169,83.0,3.493,83.0,1.767,83.0,2.506
F,590.0,Cunha,55,55,Wolves,62.0,2.389,62.0,2.345,62.0,2.622,62.0,2.554,62.0,2.351,62.0,2.78,62.0,2.31,62.0,2.497
M,280.0,Palhinha,50,50,Fulham,77.0,2.507,77.0,2.446,77.0,2.211,77.0,2.113,77.0,2.769,77.0,2.418,77.0,2.476,77.0,2.759
M,310.0,Thiago,50,50,Liverpool,65.0,2.389,65.0,2.734,65.0,2.256,65.0,2.406,65.0,2.594,65.0,2.573,65.0,2.454,65.0,2.285
M,26.0,Trossard,70,70,Arsenal,55.0,2.669,55.0,2.413,55.0,2.532,55.0,2.31,55.0,2.512,55.0,2.494,55.0,2.607,55.0,2.086
D,572.0,Semedo,45,45,Wolves,78.0,2.126,78.0,2.263,78.0,2.827,78.0,2.622,78.0,2.134,78.0,3.422,78.0,1.731,78.0,2.457
D,528.0,Coufal,45,45,West Ham,65.0,2.799,65.0,2.573,65.0,1.993,65.0,3.036,65.0,1.687,65.0,1.845,65.0,3.442,65.0,2.065
M,261.0,Onana,50,50,Everton,67.0,2.442,67.0,2.258,67.0,2.524,67.0,2.499,67.0,2.221,67.0,2.288,67.0,2.663,67.0,2.516
D,441.0,Cook,45,45,Nott'm Forest,75.0,1.681,75.0,3.626,75.0,1.931,75.0,2.235,75.0,3.463,75.0,1.454,75.0,2.493,75.0,2.443
F,523.0,Antonio,60,60,West Ham,62.0,2.59,62.0,2.399,62.0,2.233,62.0,2.662,62.0,2.193,62.0,2.241,62.0,2.588,62.0,2.24
M,63.0,Billing,55,55,Bournemouth,65.0,2.51,65.0,2.235,65.0,2.483,65.0,2.359,65.0,2.421,65.0,2.233,65.0,2.253,65.0,2.496
D,480.0,Egan,45,45,Sheffield Utd,77.0,2.665,77.0,2.749,77.0,1.519,77.0,3.004,77.0,2.338,77.0,1.852,77.0,2.372,77.0,2.473
D,598.0,Doherty,45,45,Wolves,63.0,2.122,63.0,2.167,63.0,2.654,63.0,2.494,63.0,2.08,63.0,3.146,63.0,1.814,63.0,2.333
D,439.0,Boly,45,45,Nott'm Forest,70.0,1.67,70.0,3.471,70.0,1.901,70.0,2.178,70.0,3.319,70.0,1.457,70.0,2.422,70.0,2.373
D,474.0,Basham,40,40,Sheffield Utd,77.0,2.632,77.0,2.712,77.0,1.512,77.0,2.97,77.0,2.301,77.0,1.844,77.0,2.335,77.0,2.436
D,551.0,Dawson,45,45,Wolves,73.0,2.049,73.0,2.153,73.0,2.631,73.0,2.44,73.0,2.027,73.0,3.264,73.0,1.646,73.0,2.266
D,436.0,Aurier,45,45,Nott'm Forest,65.0,1.696,65.0,3.289,65.0,1.894,65.0,2.171,65.0,3.162,65.0,1.514,65.0,2.359,65.0,2.349
F,135.0,João Pedro,55,55,Brighton,62.0,2.512,62.0,2.36,62.0,2.314,62.0,2.191,62.0,2.197,62.0,2.356,62.0,2.246,62.0,2.197
D,467.0,N.Williams,45,45,Nott'm Forest,73.0,1.59,73.0,3.446,73.0,1.833,73.0,2.095,73.0,3.286,73.0,1.353,73.0,2.35,73.0,2.294
M,583.0,Solomon,55,55,Spurs,30.0,1.989,30.0,1.92,30.0,2.291,30.0,2.296,30.0,2.898,30.0,1.852,30.0,1.946,30.0,2.988
M,488.0,Norwood,50,50,Sheffield Utd,70.0,2.31,70.0,2.375,70.0,2.102,70.0,2.397,70.0,2.244,70.0,2.162,70.0,2.263,70.0,2.294
M,481.0,Fleck,50,50,Sheffield Utd,67.0,2.288,67.0,2.375,67.0,2.05,67.0,2.383,67.0,2.255,67.0,2.127,67.0,2.275,67.0,2.298
M,6.0,Havertz,75,75,Arsenal,55.0,2.456,55.0,2.193,55.0,2.324,55.0,2.105,55.0,2.3,55.0,2.294,55.0,2.398,55.0,1.935
F,485.0,McBurnie,55,55,Sheffield Utd,65.0,2.232,65.0,2.334,65.0,2.113,65.0,2.308,65.0,2.262,65.0,2.156,65.0,2.282,65.0,2.294
M,254.0,Gueye,50,50,Everton,67.0,2.266,67.0,2.081,67.0,2.347,67.0,2.322,67.0,2.041,67.0,2.11,67.0,2.426,67.0,2.344
D,455.0,McKenna,45,45,Nott'm Forest,75.0,1.508,75.0,3.406,75.0,1.756,75.0,2.017,75.0,3.243,75.0,1.288,75.0,2.274,75.0,2.221
M,382.0,Garnacho,50,50,Man Utd,30.0,2.245,30.0,2.235,30.0,2.237,30.0,2.074,30.0,2.088,30.0,2.279,30.0,2.191,30.0,2.179
M,493.0,Bissouma,50,50,Spurs,67.0,2.086,67.0,2.092,67.0,2.253,67.0,2.278,67.0,2.4,67.0,1.976,67.0,2.037,67.0,2.306
M,600.0,Redmond,50,50,Burnley,65.0,2.285,0.0,0.0,65.0,2.472,65.0,2.58,65.0,2.67,65.0,2.414,65.0,2.315,65.0,2.512
F,225.0,Edouard,55,55,Crystal Palace,60.0,2.244,60.0,1.96,60.0,2.077,60.0,2.233,60.0,2.076,60.0,2.156,60.0,2.005,60.0,2.235
M,165.0,Cullen,50,50,Burnley,87.0,2.269,0.0,0.0,87.0,2.417,87.0,2.518,87.0,2.585,87.0,2.391,87.0,2.258,87.0,2.473
M,557.0,Hwang,55,55,Wolves,58.0,2.008,58.0,2.009,58.0,2.217,58.0,2.117,58.0,2.006,58.0,2.385,58.0,1.946,58.0,2.104
M,294.0,Diogo Jota,80,80,Liverpool,45.0,2.036,45.0,2.306,45.0,1.87,45.0,2.042,45.0,2.312,45.0,2.201,45.0,2.134,45.0,1.871
D,548.0,Bueno,45,45,Wolves,65.0,1.886,65.0,1.956,65.0,2.383,65.0,2.22,65.0,1.858,65.0,2.844,65.0,1.548,65.0,2.07
M,475.0,Berge,50,50,Sheffield Utd,65.0,2.109,65.0,2.203,65.0,1.909,65.0,2.205,65.0,2.078,65.0,1.97,65.0,2.099,65.0,2.12
D,473.0,Baldock,40,40,Sheffield Utd,67.0,2.312,67.0,2.409,67.0,1.366,67.0,2.597,67.0,2.076,67.0,1.649,67.0,2.099,67.0,2.172
D,41.0,Diego Carlos,45,45,Aston Villa,57.0,1.714,57.0,2.371,57.0,2.337,57.0,1.711,57.0,2.203,57.0,1.972,57.0,1.902,57.0,2.293
D,514.0,R.Sessegnon,45,45,Spurs,55.0,1.863,55.0,1.903,55.0,2.206,55.0,2.248,55.0,2.446,55.0,1.637,55.0,1.737,55.0,2.396
M,161.0,Brownhill,50,50,Burnley,78.0,2.179,0.0,0.0,78.0,2.344,78.0,2.444,78.0,2.502,78.0,2.322,78.0,2.186,78.0,2.399
D,507.0,Perišić,50,50,Spurs,55.0,1.848,55.0,1.879,55.0,2.177,55.0,2.237,55.0,2.496,55.0,1.571,55.0,1.704,55.0,2.388
D,176.0,Roberts,45,45,Burnley,75.0,1.638,0.0,0.0,75.0,2.269,75.0,2.817,75.0,2.865,75.0,2.298,75.0,1.692,75.0,2.577
F,558.0,Jiménez,55,55,Fulham,55.0,2.072,55.0,1.944,55.0,1.816,55.0,1.793,55.0,2.219,55.0,1.999,55.0,1.963,55.0,2.149
D,84.0,Smith,45,45,Bournemouth,65.0,2.405,65.0,1.515,65.0,2.346,65.0,1.889,65.0,2.183,65.0,1.619,65.0,1.708,65.0,2.234
M,163.0,Cork,50,50,Burnley,75.0,2.116,0.0,0.0,75.0,2.251,75.0,2.35,75.0,2.41,75.0,2.234,75.0,2.115,75.0,2.305
F,232.0,Mateta,50,50,Crystal Palace,55.0,2.063,55.0,1.786,55.0,1.92,55.0,2.069,55.0,1.933,55.0,2.012,55.0,1.85,55.0,2.07
F,486.0,Ndiaye,55,55,Sheffield Utd,65.0,1.941,65.0,2.012,65.0,1.884,65.0,1.987,65.0,1.942,65.0,1.905,65.0,1.961,65.0,1.972
D,573.0,Toti,45,45,Wolves,67.0,1.706,67.0,1.782,67.0,2.259,67.0,2.081,67.0,1.674,67.0,2.757,67.0,1.342,67.0,1.917
D,178.0,Taylor,40,40,Burnley,75.0,1.549,0.0,0.0,75.0,2.141,75.0,2.688,75.0,2.735,75.0,2.203,75.0,1.599,75.0,2.449
M,565.0,Lemina,50,50,Wolves,64.0,1.857,64.0,1.866,64.0,2.005,64.0,1.942,64.0,1.859,64.0,2.123,64.0,1.783,64.0,1.916
F,154.0,Welbeck,60,60,Brighton,45.0,2.121,45.0,2.054,45.0,1.962,45.0,1.737,45.0,1.8,45.0,2.042,45.0,1.852,45.0,1.753
M,412.0,Gordon,55,55,Newcastle,55.0,1.87,55.0,1.673,55.0,1.753,55.0,1.723,55.0,1.891,55.0,2.085,55.0,2.117,55.0,1.946
F,468.0,Wood,50,50,Nott'm Forest,55.0,1.755,55.0,1.989,55.0,1.802,55.0,1.887,55.0,2.005,55.0,1.736,55.0,1.876,55.0,1.9
M,509.0,Richarlison,70,70,Spurs,35.0,1.644,35.0,1.604,35.0,1.861,35.0,1.88,35.0,1.878,35.0,1.525,35.0,1.551,35.0,1.972
F,149.0,Undav,55,55,Brighton,22.0,2.36,22.0,1.825,22.0,1.766,22.0,1.464,22.0,1.52,22.0,1.811,22.0,1.6,22.0,1.537
D,198.0,Cucurella,50,50,Chelsea,55.0,1.416,55.0,1.635,55.0,2.029,55.0,1.955,55.0,1.76,55.0,1.577,55.0,1.662,55.0,1.797
M,95.0,Canós,50,50,Brentford,55.0,1.662,55.0,1.662,55.0,1.643,55.0,1.776,55.0,1.514,55.0,1.706,55.0,1.749,55.0,1.551
M,282.0,Reed,50,50,Fulham,55.0,1.677,55.0,1.595,55.0,1.512,55.0,1.486,55.0,1.785,55.0,1.623,55.0,1.601,55.0,1.782
M,356.0,Kovacic,50,50,Man City,55.0,1.701,55.0,1.502,55.0,1.718,55.0,1.65,55.0,1.593,55.0,1.736,55.0,1.688,55.0,1.466
M,371.0,Amad,45,45,Man Utd,8.0,1.837,8.0,1.572,8.0,1.831,8.0,1.326,8.0,1.346,8.0,1.863,8.0,1.575,8.0,1.64
M,87.0,H.Traorè,50,50,Bournemouth,32.0,1.688,32.0,1.54,32.0,1.68,32.0,1.585,32.0,1.598,32.0,1.537,32.0,1.537,32.0,1.705
F,183.0,Weghorst,55,55,Burnley,55.0,1.705,0.0,0.0,55.0,1.82,55.0,1.904,55.0,2.01,55.0,1.781,55.0,1.717,55.0,1.828
M,288.0,Wilson,55,55,Fulham,34.0,1.646,34.0,1.528,34.0,1.433,34.0,1.404,34.0,1.799,34.0,1.566,34.0,1.534,34.0,1.711
M,208.0,Madueke,55,55,Chelsea,35.0,1.403,35.0,1.538,35.0,1.726,35.0,1.621,35.0,1.622,35.0,1.469,35.0,1.546,35.0,1.634
M,527.0,Cornet,55,55,West Ham,35.0,1.719,35.0,1.543,35.0,1.407,35.0,1.816,35.0,1.41,35.0,1.413,35.0,1.726,35.0,1.415
F,287.0,Vinícius,50,50,Fulham,25.0,1.458,25.0,1.382,25.0,1.301,25.0,1.266,25.0,2.018,25.0,1.405,25.0,1.393,25.0,1.948
D,51.0,Mings,45,45,Aston Villa,54.0,1.27,54.0,1.731,54.0,1.703,54.0,1.271,54.0,1.606,54.0,1.462,54.0,1.389,54.0,1.674
M,549.0,Chiquinho,45,45,Wolves,24.0,1.44,24.0,1.41,24.0,1.559,24.0,1.521,24.0,1.409,24.0,1.687,24.0,1.387,24.0,1.518
M,64.0,Brooks,50,50,Bournemouth,45.0,1.562,45.0,1.407,45.0,1.553,45.0,1.463,45.0,1.473,45.0,1.403,45.0,1.41,45.0,1.582
M,170.0,Gudmundsson,50,50,Burnley,55.0,1.571,0.0,0.0,55.0,1.668,55.0,1.718,55.0,1.795,55.0,1.633,55.0,1.573,55.0,1.683
M,381.0,Fred,50,50,Man Utd,45.0,1.54,45.0,1.432,45.0,1.532,45.0,1.323,45.0,1.336,45.0,1.555,45.0,1.417,45.0,1.383
M,223.0,C.Doucouré,50,50,Crystal Palace,55.0,1.515,55.0,1.356,55.0,1.386,55.0,1.518,55.0,1.38,55.0,1.465,55.0,1.364,55.0,1.527
D,604.0,Aina,45,45,Nott'm Forest,32.0,1.282,32.0,1.52,32.0,1.299,32.0,1.35,32.0,1.48,32.0,1.244,32.0,1.351,32.0,1.384
M,59.0,Traoré,50,50,Aston Villa,15.0,1.243,15.0,1.408,15.0,1.461,15.0,1.241,15.0,1.312,15.0,1.294,15.0,1.25,15.0,1.444
D,532.0,Emerson,45,45,West Ham,45.0,1.388,45.0,1.296,45.0,1.254,45.0,1.403,45.0,1.254,45.0,1.253,45.0,1.413,45.0,1.264
D,545.0,Aït-Nouri,45,45,Wolves,35.0,1.253,35.0,1.244,35.0,1.367,35.0,1.314,35.0,1.25,35.0,1.417,35.0,1.244,35.0,1.308
M,99.0,Dasilva,50,50,Brentford,23.0,1.284,23.0,1.296,23.0,1.261,23.0,1.347,23.0,1.197,23.0,1.315,23.0,1.351,23.0,1.225
M,543.0,Vlasic,45,45,West Ham,24.0,1.352,24.0,1.261,24.0,1.189,24.0,1.48,24.0,1.154,24.0,1.196,24.0,1.388,24.0,1.195
D,302.0,Konaté,50,50,Liverpool,47.0,1.208,47.0,1.359,47.0,1.17,47.0,1.217,47.0,1.324,47.0,1.283,47.0,1.24,47.0,1.177
F,76.0,Moore,50,50,Bournemouth,24.0,1.279,24.0,1.172,24.0,1.27,24.0,1.236,24.0,1.246,24.0,1.168,24.0,1.175,24.0,1.285
D,260.0,Mykolenko,45,45,Everton,33.0,1.209,33.0,1.161,33.0,1.254,33.0,1.267,33.0,1.137,33.0,1.161,33.0,1.266,33.0,1.257
M,360.0,McAtee,45,45,Man City,24.0,1.207,24.0,1.18,24.0,1.187,24.0,1.226,24.0,1.212,24.0,1.194,24.0,1.199,24.0,1.166
D,536.0,Johnson,45,45,West Ham,45.0,1.263,45.0,1.176,45.0,1.136,45.0,1.282,45.0,1.136,45.0,1.136,45.0,1.289,45.0,1.145
D,96.0,Collins,45,45,Brentford,43.0,1.189,43.0,1.197,43.0,1.165,43.0,1.254,43.0,1.112,43.0,1.219,43.0,1.25,43.0,1.124
M,295.0,Elliott,50,50,Liverpool,23.0,1.156,23.0,1.248,23.0,1.117,23.0,1.162,23.0,1.254,23.0,1.201,23.0,1.181,23.0,1.118
M,378.0,Elanga,50,50,Nott'm Forest,23.0,1.081,23.0,1.332,23.0,1.136,23.0,1.166,23.0,1.287,23.0,1.043,23.0,1.172,23.0,1.185
D,90.0,Ajer,45,45,Brentford,43.0,1.147,43.0,1.154,43.0,1.124,43.0,1.224,43.0,1.078,43.0,1.182,43.0,1.22,43.0,1.091
