Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts
M,310.0,Thiago,50,50,Liverpool,15.0,0.666,15.0,0.75,15.0,0.642,15.0,0.672,15.0,0.755,15.0,0.7
D,25.0,Tomiyasu,45,45,Arsenal,15.0,0.738,15.0,0.673,15.0,0.707,15.0,0.643,15.0,0.71,15.0,0.691
M,364.0,Phillips,50,50,Man City,15.0,0.727,15.0,0.634,15.0,0.73,15.0,0.685,15.0,0.671,15.0,0.713
M,170.0,Gudmundsson,50,50,Burnley,15.0,0.781,0.0,0.0,15.0,0.819,15.0,0.84,15.0,0.904,15.0,0.797
M,273.0,Knockaert,45,45,Fulham,15.0,0.71,15.0,0.669,15.0,0.633,15.0,0.627,15.0,0.823,15.0,0.672
D,560.0,Jonny,45,45,Wolves,15.0,0.648,15.0,0.644,15.0,0.723,15.0,0.684,15.0,0.648,15.0,0.764
F,100.0,Dervişoğlu,45,45,Brentford,15.0,0.692,15.0,0.7,15.0,0.683,15.0,0.67,15.0,0.658,15.0,0.707
M,394.0,Pellistri,45,45,Man Utd,15.0,0.722,15.0,0.668,15.0,0.715,15.0,0.63,15.0,0.642,15.0,0.731
M,244.0,André Gomes,45,45,Everton,15.0,0.696,15.0,0.655,15.0,0.722,15.0,0.733,15.0,0.644,15.0,0.655
D,387.0,Maguire,45,45,Man Utd,15.0,0.731,15.0,0.671,15.0,0.724,15.0,0.611,15.0,0.623,15.0,0.74
D,185.0,Ampadu,40,40,Chelsea,15.0,0.62,15.0,0.67,15.0,0.731,15.0,0.713,15.0,0.714,15.0,0.647
M,414.0,Hendrick,45,45,Newcastle,15.0,0.68,15.0,0.647,15.0,0.669,15.0,0.654,15.0,0.681,15.0,0.761
M,513.0,Sarr,45,45,Spurs,15.0,0.631,15.0,0.631,15.0,0.717,15.0,0.737,15.0,0.776,15.0,0.595
M,363.0,Perrone,45,45,Man City,15.0,0.711,15.0,0.629,15.0,0.715,15.0,0.67,15.0,0.657,15.0,0.698
M,351.0,Doyle,45,45,Man City,15.0,0.711,15.0,0.629,15.0,0.715,15.0,0.67,15.0,0.657,15.0,0.698
D,45.0,Hause,40,40,Aston Villa,15.0,0.635,15.0,0.719,15.0,0.754,15.0,0.63,15.0,0.674,15.0,0.665
D,512.0,Sánchez,45,45,Spurs,15.0,0.645,15.0,0.631,15.0,0.72,15.0,0.725,15.0,0.727,15.0,0.611
D,380.0,Álvaro Fernández,40,40,Man Utd,15.0,0.721,15.0,0.661,15.0,0.715,15.0,0.605,15.0,0.617,15.0,0.73
F,399.0,Shoretire,45,45,Man Utd,15.0,0.706,15.0,0.657,15.0,0.7,15.0,0.626,15.0,0.638,15.0,0.718
M,451.0,Kouyaté,50,50,Nott'm Forest,15.0,0.635,15.0,0.743,15.0,0.645,15.0,0.656,15.0,0.734,15.0,0.629
M,388.0,Mainoo,45,45,Man Utd,15.0,0.709,15.0,0.655,15.0,0.702,15.0,0.621,15.0,0.633,15.0,0.719
M,425.0,Ritchie,45,45,Newcastle,15.0,0.679,15.0,0.612,15.0,0.652,15.0,0.619,15.0,0.68,15.0,0.794
F,39.0,Davis,50,50,Aston Villa,15.0,0.641,15.0,0.691,15.0,0.741,15.0,0.636,15.0,0.666,15.0,0.656
D,476.0,Bogle,45,45,Sheffield Utd,15.0,0.661,15.0,0.723,15.0,0.622,15.0,0.705,15.0,0.675,15.0,0.646
M,40.0,Dendoncker,50,50,Aston Villa,15.0,0.627,15.0,0.706,15.0,0.739,15.0,0.626,15.0,0.669,15.0,0.661
F,174.0,Obafemi,50,50,Burnley,15.0,0.744,0.0,0.0,15.0,0.805,15.0,0.822,15.0,0.869,15.0,0.783
D,419.0,Lascelles,40,40,Newcastle,15.0,0.675,15.0,0.626,15.0,0.649,15.0,0.631,15.0,0.675,15.0,0.765
M,550.0,Cundle,45,45,Wolves,15.0,0.644,15.0,0.644,15.0,0.681,15.0,0.659,15.0,0.645,15.0,0.719
M,123.0,Alzate,45,45,Brighton,15.0,0.711,15.0,0.696,15.0,0.659,15.0,0.617,15.0,0.616,15.0,0.692
D,121.0,Zanka,45,45,Brentford,15.0,0.665,15.0,0.675,15.0,0.646,15.0,0.71,15.0,0.604,15.0,0.69
M,276.0,Lukic,45,45,Fulham,15.0,0.692,15.0,0.656,15.0,0.629,15.0,0.622,15.0,0.726,15.0,0.661
G,367.0,Steffen,40,40,Man City,15.0,0.681,15.0,0.627,15.0,0.681,15.0,0.666,15.0,0.656,15.0,0.665
D,262.0,Patterson,45,45,Everton,15.0,0.673,15.0,0.63,15.0,0.702,15.0,0.714,15.0,0.619,15.0,0.63
M,458.0,O'Brien,50,50,Nott'm Forest,15.0,0.627,15.0,0.721,15.0,0.637,15.0,0.648,15.0,0.717,15.0,0.606
D,428.0,Targett,45,45,Newcastle,15.0,0.665,15.0,0.608,15.0,0.634,15.0,0.614,15.0,0.666,15.0,0.767
M,250.0,Garner,50,50,Everton,15.0,0.66,15.0,0.62,15.0,0.704,15.0,0.715,15.0,0.608,15.0,0.62
D,255.0,Holgate,40,40,Everton,15.0,0.67,15.0,0.626,15.0,0.694,15.0,0.706,15.0,0.605,15.0,0.626
D,252.0,Godfrey,45,45,Everton,15.0,0.667,15.0,0.625,15.0,0.691,15.0,0.702,15.0,0.616,15.0,0.625
D,150.0,Van Hecke,40,40,Brighton,15.0,0.76,15.0,0.674,15.0,0.636,15.0,0.592,15.0,0.591,15.0,0.67
D,457.0,Niakhaté,45,45,Nott'm Forest,15.0,0.622,15.0,0.709,15.0,0.63,15.0,0.636,15.0,0.705,15.0,0.617
M,11.0,Marquinhos,45,45,Arsenal,15.0,0.688,15.0,0.631,15.0,0.661,15.0,0.626,15.0,0.662,15.0,0.647
M,239.0,Riedewald,45,45,Crystal Palace,15.0,0.699,15.0,0.618,15.0,0.626,15.0,0.685,15.0,0.625,15.0,0.661
D,37.0,Chambers,40,40,Aston Villa,15.0,0.601,15.0,0.691,15.0,0.738,15.0,0.602,15.0,0.645,15.0,0.638
M,94.0,Bidstrup,45,45,Brentford,15.0,0.642,15.0,0.65,15.0,0.629,15.0,0.682,15.0,0.608,15.0,0.664
D,573.0,Toti,45,45,Wolves,15.0,0.607,15.0,0.603,15.0,0.683,15.0,0.644,15.0,0.608,15.0,0.722
D,90.0,Ajer,45,45,Brentford,15.0,0.638,15.0,0.648,15.0,0.619,15.0,0.696,15.0,0.582,15.0,0.668
G,148.0,Steele,45,45,Brighton,15.0,0.667,15.0,0.663,15.0,0.646,15.0,0.611,15.0,0.61,15.0,0.656
M,248.0,Dele,50,50,Everton,15.0,0.645,15.0,0.608,15.0,0.696,15.0,0.707,15.0,0.581,15.0,0.607
D,444.0,Dräger,40,40,Nott'm Forest,15.0,0.585,15.0,0.733,15.0,0.593,15.0,0.619,15.0,0.728,15.0,0.58
G,384.0,Heaton,40,40,Man Utd,15.0,0.662,15.0,0.632,15.0,0.655,15.0,0.599,15.0,0.61,15.0,0.671
D,190.0,Baba Rahman,40,40,Chelsea,15.0,0.573,15.0,0.612,15.0,0.699,15.0,0.677,15.0,0.677,15.0,0.587
F,177.0,Rodriguez,55,55,Burnley,15.0,0.712,0.0,0.0,15.0,0.767,15.0,0.779,15.0,0.822,15.0,0.745
F,485.0,McBurnie,55,55,Sheffield Utd,15.0,0.636,15.0,0.682,15.0,0.586,15.0,0.667,15.0,0.641,15.0,0.604
D,404.0,Ashby,40,40,Newcastle,15.0,0.633,15.0,0.601,15.0,0.624,15.0,0.607,15.0,0.633,15.0,0.715
D,431.0,Watts,40,40,Newcastle,15.0,0.633,15.0,0.601,15.0,0.624,15.0,0.607,15.0,0.633,15.0,0.715
M,493.0,Bissouma,50,50,Spurs,15.0,0.604,15.0,0.602,15.0,0.671,15.0,0.676,15.0,0.678,15.0,0.58
D,374.0,B.Williams,40,40,Man Utd,15.0,0.682,15.0,0.623,15.0,0.675,15.0,0.562,15.0,0.574,15.0,0.692
D,441.0,Cook,45,45,Nott'm Forest,15.0,0.59,15.0,0.706,15.0,0.6,15.0,0.625,15.0,0.702,15.0,0.584
D,438.0,Biancone,40,40,Nott'm Forest,15.0,0.599,15.0,0.693,15.0,0.607,15.0,0.614,15.0,0.689,15.0,0.594
D,548.0,Bueno,45,45,Wolves,15.0,0.595,15.0,0.591,15.0,0.669,15.0,0.632,15.0,0.595,15.0,0.709
D,439.0,Boly,45,45,Nott'm Forest,15.0,0.588,15.0,0.7,15.0,0.597,15.0,0.621,15.0,0.696,15.0,0.583
D,536.0,Johnson,45,45,West Ham,15.0,0.686,15.0,0.618,15.0,0.59,15.0,0.699,15.0,0.593,15.0,0.594
M,21.0,Sambi,50,50,Arsenal,15.0,0.667,15.0,0.607,15.0,0.64,15.0,0.599,15.0,0.641,15.0,0.625
M,3.0,Elneny,45,45,Arsenal,15.0,0.668,15.0,0.607,15.0,0.638,15.0,0.6,15.0,0.639,15.0,0.624
G,347.0,Carson,40,40,Man City,15.0,0.646,15.0,0.607,15.0,0.646,15.0,0.63,15.0,0.617,15.0,0.63
F,552.0,Fabio Silva,55,55,Wolves,15.0,0.594,15.0,0.593,15.0,0.644,15.0,0.627,15.0,0.594,15.0,0.72
M,463.0,Shelvey,50,50,Nott'm Forest,15.0,0.585,15.0,0.695,15.0,0.595,15.0,0.625,15.0,0.692,15.0,0.579
D,577.0,Ogbonna,45,45,West Ham,15.0,0.689,15.0,0.621,15.0,0.584,15.0,0.702,15.0,0.586,15.0,0.588
G,409.0,Dubravka,40,40,Newcastle,15.0,0.641,15.0,0.594,15.0,0.614,15.0,0.603,15.0,0.641,15.0,0.672
G,18.0,Rúnarsson,40,40,Arsenal,15.0,0.636,15.0,0.621,15.0,0.638,15.0,0.616,15.0,0.625,15.0,0.619
M,251.0,Gbamin,45,45,Everton,15.0,0.635,15.0,0.598,15.0,0.66,15.0,0.67,15.0,0.594,15.0,0.598
M,219.0,Ahamada,45,45,Crystal Palace,15.0,0.682,15.0,0.58,15.0,0.596,15.0,0.668,15.0,0.595,15.0,0.634
G,289.0,Adrián,40,40,Liverpool,15.0,0.616,15.0,0.641,15.0,0.59,15.0,0.623,15.0,0.646,15.0,0.632
D,277.0,Mbabu,40,40,Fulham,15.0,0.64,15.0,0.612,15.0,0.562,15.0,0.556,15.0,0.767,15.0,0.607
G,301.0,Kelleher,40,40,Liverpool,15.0,0.613,15.0,0.637,15.0,0.603,15.0,0.62,15.0,0.642,15.0,0.628
F,33.0,Archer,45,45,Aston Villa,15.0,0.596,15.0,0.648,15.0,0.682,15.0,0.591,15.0,0.617,15.0,0.608
F,44.0,Durán,50,50,Aston Villa,15.0,0.596,15.0,0.648,15.0,0.624,15.0,0.593,15.0,0.64,15.0,0.633
D,581.0,Dummett,40,40,Newcastle,15.0,0.626,15.0,0.58,15.0,0.604,15.0,0.586,15.0,0.626,15.0,0.711
D,518.0,Tanganga,40,40,Spurs,15.0,0.585,15.0,0.587,15.0,0.659,15.0,0.665,15.0,0.667,15.0,0.567
G,498.0,Forster,40,40,Spurs,15.0,0.613,15.0,0.603,15.0,0.639,15.0,0.645,15.0,0.642,15.0,0.586
M,81.0,Rothwell,50,50,Bournemouth,15.0,0.646,15.0,0.6,15.0,0.638,15.0,0.613,15.0,0.622,15.0,0.596
M,489.0,Osborn,50,50,Sheffield Utd,15.0,0.61,15.0,0.664,15.0,0.583,15.0,0.647,15.0,0.619,15.0,0.589
M,531.0,Downes,50,50,West Ham,15.0,0.665,15.0,0.608,15.0,0.586,15.0,0.675,15.0,0.588,15.0,0.588
G,116.0,Strakosha,40,40,Brentford,15.0,0.615,15.0,0.63,15.0,0.616,15.0,0.634,15.0,0.583,15.0,0.628
D,465.0,Toffolo,45,45,Nott'm Forest,15.0,0.58,15.0,0.68,15.0,0.591,15.0,0.601,15.0,0.676,15.0,0.575
G,408.0,Darlow,40,40,Newcastle,15.0,0.63,15.0,0.584,15.0,0.604,15.0,0.593,15.0,0.63,15.0,0.662
F,183.0,Weghorst,55,55,Burnley,15.0,0.684,0.0,0.0,15.0,0.737,15.0,0.752,15.0,0.81,15.0,0.715
D,102.0,Goode,40,40,Brentford,15.0,0.613,15.0,0.622,15.0,0.594,15.0,0.657,15.0,0.571,15.0,0.637
M,224.0,Ebiowei,45,45,Crystal Palace,15.0,0.661,15.0,0.583,15.0,0.59,15.0,0.647,15.0,0.59,15.0,0.623
G,580.0,Karius,40,40,Newcastle,15.0,0.626,15.0,0.584,15.0,0.604,15.0,0.593,15.0,0.626,15.0,0.658
M,561.0,Jordão,45,45,Wolves,15.0,0.591,15.0,0.589,15.0,0.637,15.0,0.606,15.0,0.59,15.0,0.673
D,454.0,Mbe Soh,40,40,Nott'm Forest,15.0,0.572,15.0,0.682,15.0,0.58,15.0,0.603,15.0,0.678,15.0,0.567
G,230.0,Johnstone,45,45,Crystal Palace,15.0,0.633,15.0,0.582,15.0,0.606,15.0,0.623,15.0,0.605,15.0,0.632
D,420.0,Lewis,40,40,Newcastle,15.0,0.612,15.0,0.573,15.0,0.596,15.0,0.579,15.0,0.612,15.0,0.699
M,54.0,Philogene-Bidace,45,45,Aston Villa,15.0,0.583,15.0,0.638,15.0,0.672,15.0,0.578,15.0,0.604,15.0,0.595
F,486.0,Ndiaye,55,55,Sheffield Utd,15.0,0.604,15.0,0.647,15.0,0.584,15.0,0.633,15.0,0.607,15.0,0.59
M,529.0,Coventry,45,45,West Ham,15.0,0.654,15.0,0.599,15.0,0.579,15.0,0.666,15.0,0.58,15.0,0.58
D,422.0,Manquillo,40,40,Newcastle,15.0,0.605,15.0,0.572,15.0,0.594,15.0,0.577,15.0,0.605,15.0,0.704
D,417.0,Krafth,45,45,Newcastle,15.0,0.606,15.0,0.569,15.0,0.592,15.0,0.575,15.0,0.606,15.0,0.692
M,272.0,Francois,45,45,Fulham,15.0,0.628,15.0,0.597,15.0,0.578,15.0,0.572,15.0,0.665,15.0,0.6
D,461.0,Richards,45,45,Nott'm Forest,15.0,0.563,15.0,0.676,15.0,0.572,15.0,0.596,15.0,0.672,15.0,0.558
D,93.0,Bech,40,40,Brentford,15.0,0.604,15.0,0.612,15.0,0.585,15.0,0.648,15.0,0.56,15.0,0.627
D,274.0,Kongolo,40,40,Fulham,15.0,0.636,15.0,0.597,15.0,0.564,15.0,0.559,15.0,0.677,15.0,0.6
D,214.0,Sarr,45,45,Chelsea,15.0,0.538,15.0,0.595,15.0,0.655,15.0,0.635,15.0,0.637,15.0,0.569
M,565.0,Lemina,50,50,Wolves,15.0,0.575,15.0,0.573,15.0,0.633,15.0,0.601,15.0,0.576,15.0,0.668
M,456.0,Mighten,45,45,Nott'm Forest,15.0,0.574,15.0,0.655,15.0,0.582,15.0,0.587,15.0,0.651,15.0,0.569
G,53.0,Olsen,40,40,Aston Villa,15.0,0.572,15.0,0.617,15.0,0.638,15.0,0.567,15.0,0.606,15.0,0.601
D,480.0,Egan,45,45,Sheffield Utd,15.0,0.591,15.0,0.651,15.0,0.553,15.0,0.633,15.0,0.603,15.0,0.558
M,475.0,Berge,50,50,Sheffield Utd,15.0,0.589,15.0,0.653,15.0,0.553,15.0,0.632,15.0,0.598,15.0,0.559
D,460.0,Panzo,40,40,Nott'm Forest,15.0,0.554,15.0,0.665,15.0,0.563,15.0,0.586,15.0,0.661,15.0,0.549
M,413.0,Hayden,45,45,Newcastle,15.0,0.598,15.0,0.56,15.0,0.582,15.0,0.566,15.0,0.598,15.0,0.675
M,559.0,João Gomes,50,50,Wolves,15.0,0.561,15.0,0.558,15.0,0.631,15.0,0.598,15.0,0.562,15.0,0.665
G,266.0,Virgínia,40,40,Everton,15.0,0.61,15.0,0.582,15.0,0.606,15.0,0.613,15.0,0.581,15.0,0.582
D,89.0,Zabarnyi,45,45,Bournemouth,15.0,0.62,15.0,0.576,15.0,0.613,15.0,0.587,15.0,0.594,15.0,0.575
G,243.0,Whitworth,40,40,Crystal Palace,15.0,0.61,15.0,0.578,15.0,0.582,15.0,0.6,15.0,0.581,15.0,0.602
M,74.0,Marcondes,45,45,Bournemouth,15.0,0.616,15.0,0.575,15.0,0.608,15.0,0.586,15.0,0.593,15.0,0.574
M,73.0,Lowe,50,50,Bournemouth,15.0,0.616,15.0,0.575,15.0,0.608,15.0,0.586,15.0,0.593,15.0,0.574
D,474.0,Basham,40,40,Sheffield Utd,15.0,0.579,15.0,0.638,15.0,0.558,15.0,0.62,15.0,0.591,15.0,0.563
D,576.0,Jack Robinson,45,45,Sheffield Utd,15.0,0.584,15.0,0.645,15.0,0.545,15.0,0.627,15.0,0.596,15.0,0.55
M,555.0,Hodge,45,45,Wolves,15.0,0.563,15.0,0.561,15.0,0.613,15.0,0.582,15.0,0.564,15.0,0.643
D,484.0,Lowe,45,45,Sheffield Utd,15.0,0.574,15.0,0.634,15.0,0.553,15.0,0.616,15.0,0.587,15.0,0.558
G,88.0,Travers,40,40,Bournemouth,15.0,0.603,15.0,0.569,15.0,0.595,15.0,0.589,15.0,0.597,15.0,0.568
D,473.0,Baldock,40,40,Sheffield Utd,15.0,0.578,15.0,0.64,15.0,0.543,15.0,0.621,15.0,0.59,15.0,0.548
G,284.0,Rodák,40,40,Fulham,15.0,0.593,15.0,0.589,15.0,0.573,15.0,0.565,15.0,0.611,15.0,0.588
G,546.0,Bentley,40,40,Wolves,15.0,0.576,15.0,0.577,15.0,0.591,15.0,0.586,15.0,0.579,15.0,0.608
G,524.0,Areola,40,40,West Ham,15.0,0.612,15.0,0.595,15.0,0.56,15.0,0.617,15.0,0.56,15.0,0.562
G,448.0,Hennessey,40,40,Nott'm Forest,15.0,0.564,15.0,0.613,15.0,0.569,15.0,0.586,15.0,0.613,15.0,0.556
G,80.0,Randolph,40,40,Bournemouth,15.0,0.601,15.0,0.563,15.0,0.593,15.0,0.587,15.0,0.595,15.0,0.561
M,462.0,Scarpa,45,45,Nott'm Forest,15.0,0.552,15.0,0.627,15.0,0.56,15.0,0.572,15.0,0.623,15.0,0.539
D,556.0,Hoever,40,40,Wolves,15.0,0.554,15.0,0.551,15.0,0.603,15.0,0.567,15.0,0.552,15.0,0.642
M,161.0,Brownhill,50,50,Burnley,15.0,0.663,0.0,0.0,15.0,0.683,15.0,0.702,15.0,0.74,15.0,0.678
G,192.0,Bettinelli,40,40,Chelsea,15.0,0.55,15.0,0.558,15.0,0.588,15.0,0.574,15.0,0.574,15.0,0.557
M,79.0,Pearson,45,45,Bournemouth,15.0,0.592,15.0,0.548,15.0,0.584,15.0,0.559,15.0,0.566,15.0,0.547
M,574.0,Traoré,45,45,Wolves,15.0,0.535,15.0,0.532,15.0,0.582,15.0,0.552,15.0,0.536,15.0,0.63
M,586.0,Chong,50,50,Luton,15.0,0.63,0.0,0.0,15.0,0.654,15.0,0.678,15.0,0.676,15.0,0.726
M,52.0,Nakamba,45,45,Aston Villa,15.0,0.53,15.0,0.589,15.0,0.622,15.0,0.526,15.0,0.552,15.0,0.543
D,68.0,Fredericks,45,45,Bournemouth,15.0,0.592,15.0,0.526,15.0,0.584,15.0,0.554,15.0,0.563,15.0,0.521
M,435.0,Arter,45,45,Nott'm Forest,15.0,0.52,15.0,0.605,15.0,0.528,15.0,0.534,15.0,0.601,15.0,0.514
D,318.0,Burke,40,40,Luton,15.0,0.593,0.0,0.0,15.0,0.626,15.0,0.661,15.0,0.662,15.0,0.693
D,176.0,Roberts,45,45,Burnley,15.0,0.57,0.0,0.0,15.0,0.606,15.0,0.63,15.0,0.674,15.0,0.584
D,166.0,Egan-Riley,40,40,Burnley,15.0,0.576,0.0,0.0,15.0,0.593,15.0,0.613,15.0,0.654,15.0,0.59
M,165.0,Cullen,50,50,Burnley,15.0,0.575,0.0,0.0,15.0,0.591,15.0,0.608,15.0,0.645,15.0,0.589
D,178.0,Taylor,40,40,Burnley,15.0,0.56,0.0,0.0,15.0,0.589,15.0,0.609,15.0,0.651,15.0,0.574
D,173.0,O'Shea,45,45,Burnley,15.0,0.559,0.0,0.0,15.0,0.576,15.0,0.599,15.0,0.64,15.0,0.573
G,175.0,Peacock-Farrell,40,40,Burnley,15.0,0.57,0.0,0.0,15.0,0.585,15.0,0.585,15.0,0.601,15.0,0.582
M,163.0,Cork,50,50,Burnley,15.0,0.557,0.0,0.0,15.0,0.573,15.0,0.592,15.0,0.628,15.0,0.57
M,46.0,Iroegbunam,45,45,Aston Villa,15.0,0.416,15.0,0.472,15.0,0.505,15.0,0.411,15.0,0.437,15.0,0.428
M,322.0,Freeman,50,50,Luton,15.0,0.496,0.0,0.0,15.0,0.511,15.0,0.543,15.0,0.542,15.0,0.571
M,383.0,Mejbri,45,45,Man Utd,15.0,0.309,15.0,0.255,15.0,0.302,15.0,0.221,15.0,0.233,15.0,0.319
M,164.0,Costelloe,45,45,Burnley,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,186.0,Andrey Santos,45,45,Chelsea,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,418.0,Kuol,45,45,Newcastle,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
F,490.0,Osula,45,45,Sheffield Utd,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,97.0,Cox,40,40,Brentford,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,579.0,Lonergan,40,40,Everton,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,137.0,Kozłowski,45,45,Brighton,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,553.0,Giles,45,45,Wolves,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,411.0,Gillespie,40,40,Newcastle,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,482.0,Foderingham,45,45,Sheffield Utd,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,323.0,Macey,40,40,Luton,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,233.0,Matthews,40,40,Crystal Palace,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,521.0,Whiteman,40,40,Spurs,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,141.0,McGill,40,40,Brighton,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,491.0,Austin,40,40,Spurs,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,571.0,Šarkić,40,40,Wolves,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,452.0,Laryea,45,45,Nott'm Forest,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,28.0,Turner,40,40,Arsenal,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,172.0,Muric,45,45,Burnley,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,69.0,Hill,40,40,Bournemouth,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,91.0,Balcombe,40,40,Brentford,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,147.0,Scherpen,40,40,Brighton,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
F,279.0,Muniz,45,45,Fulham,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,393.0,Mengi,40,40,Man Utd,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
G,57.0,Sinisalo,40,40,Aston Villa,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,459.0,Ojeda,45,45,Nott'm Forest,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,136.0,Karbownik,40,40,Brighton,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,71.0,Kilkenny,45,45,Bournemouth,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
F,237.0,Plange,45,45,Crystal Palace,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
D,179.0,Thomas,40,40,Burnley,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
M,118.0,Trevitt,45,45,Brentford,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0
